#,P:nPeriodBreak,P:nATRExit,净利润,年化收益,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1110,39,3.3,-1106330.00,-140309.40,31.81,-387.10,2858,-5140880.00,0.00,5.2398,-0.03,0.3427,0.00,5,-2965696.00,-0.05,1.48,9.52,-0.1486,1.98,13349360.00,-14455690.00,909,1949,109,319,2237950.00,-895090.00,14685.76,-7416.98,39,18,0.92
1111,40,3.6,-1107500.00,-140457.78,29.98,-458.59,2415,-5328620.00,0.00,2.6714,-0.03,0.1132,0.00,5,-2501602.00,-0.06,1.45,10.00,-0.0696,2.16,13217310.00,-14324810.00,724,1691,101,289,3452190.00,-912780.00,18255.95,-8471.21,51,18,0.92
1112,36,3.2,-1116110.00,-141549.74,36.05,-366.42,3046,-4965900.00,0.00,5.3639,-0.03,0.3326,0.00,5,-2978858.00,-0.05,1.55,9.23,-0.1296,1.65,14255220.00,-15371330.00,1098,1948,220,337,2319330.00,-942200.00,12982.90,-7890.83,38,15,0.93
1113,25,2,-1119040.00,-141921.33,37.31,-135.99,8229,-6216280.00,0.00,-1.1367,-0.02,0.0293,0.00,5,-3683040.00,-0.04,2.28,11.61,-0.0774,1.61,25281950.00,-26400990.00,3070,5159,287,679,2577630.00,-1188320.00,8235.16,-5117.46,18,9,0.96
1114,32,1.7,-1169810.00,-148360.20,36.06,-119.54,9786,-7464620.00,0.00,-1.1601,-0.02,0.0165,0.00,3,-4652740.00,-0.03,2.66,14.30,-0.0847,1.71,30397260.00,-31567070.00,3529,6257,359,703,3184420.00,-1400520.00,8613.56,-5045.08,15,7,0.96
1115,18,2.6,-1172640.00,-148719.11,31.92,-218.00,5379,-7342470.00,0.00,5.8186,-0.02,0.2761,0.00,5,-3702824.00,-0.04,2.10,13.07,-0.1617,2.03,22949480.00,-24122120.00,1717,3662,199,701,4559490.00,-942020.00,13366.03,-6587.14,32,12,0.95
1116,32,2.6,-1172850.00,-148745.74,31.47,-257.20,4560,-5706970.00,0.00,0.8835,-0.03,0.0114,0.00,4,-2885210.00,-0.05,2.24,10.98,-0.1542,2.05,19496050.00,-20668900.00,1435,3125,196,803,3212370.00,-899580.00,13586.10,-6614.05,31,11,0.94
1117,9,3,-1175770.00,-149116.07,32.18,-289.46,4062,-4761490.00,0.00,4.3522,-0.03,0.2304,0.00,5,-3456856.00,-0.04,1.68,8.91,-0.1296,2.00,21277430.00,-22453200.00,1307,2755,146,463,3940300.00,-809280.00,16279.59,-8149.98,43,15,0.95
1118,26,2.8,-1193690.00,-151388.76,32.84,-277.67,4299,-5690740.00,0.00,3.7019,-0.03,0.1557,0.00,5,-2072070.00,-0.07,1.84,11.35,-0.0994,1.90,15932780.00,-17126470.00,1412,2887,194,697,2644850.00,-794220.00,11283.84,-5932.27,33,13,0.93
1119,38,3.3,-1198260.00,-151968.35,31.72,-418.09,2866,-5140880.00,0.00,5.0383,-0.03,0.3279,0.00,5,-2841544.00,-0.05,1.48,9.53,-0.1531,1.98,13374110.00,-14572370.00,909,1957,109,319,2237950.00,-895090.00,14712.99,-7446.28,39,18,0.92
