#,P:nPeriodBreak,P:nATRExit,净利润,多头收益率%,空头收益率%,年化收益,最大使用资金,年化收益率%,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,多头总盈利,空头总盈利,总亏损,多头总亏损,空头总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1*,53,5.2,143130.00,719.64,372.12,14605.10,13110.00,111.40,66.67,5301.11,27,-33835.00,60.34,0.6409,0.43,0.8584,54.16,5,-21300.00,0.69,0.07,0.34,0.8787,2.67,176170.00,113705.00,62465.00,-33040.00,-19360.00,-13680.00,18,9,4,2,38240.00,-10685.00,9787.22,-3671.11,87,76,5.33
2,54,5.2,142105.00,719.64,364.30,14500.51,13110.00,110.61,66.67,5263.15,27,-34860.00,59.83,0.6367,0.42,0.8579,54.09,5,-21505.00,0.67,0.07,0.35,0.8726,2.65,175145.00,113705.00,61440.00,-33040.00,-19360.00,-13680.00,18,9,4,2,38240.00,-10685.00,9730.28,-3671.11,87,76,5.30
3,53,5.3,141955.00,719.64,363.16,14485.20,13110.00,110.49,66.67,5257.59,27,-33835.00,59.35,0.6298,0.43,0.8505,53.72,5,-21300.00,0.68,0.07,0.34,0.8693,2.57,176170.00,113705.00,62465.00,-34215.00,-19360.00,-14855.00,18,9,4,2,38240.00,-10685.00,9787.22,-3801.67,87,79,5.15
4,54,5.3,140930.00,719.64,355.34,14380.61,13110.00,109.69,66.67,5219.63,27,-34860.00,58.84,0.6256,0.41,0.8500,53.64,5,-21505.00,0.67,0.07,0.35,0.8632,2.56,175145.00,113705.00,61440.00,-34215.00,-19360.00,-14855.00,18,9,4,2,38240.00,-10685.00,9730.28,-3801.67,87,79,5.12
5,51,5.2,137620.00,698.59,351.14,14042.86,13110.00,107.12,67.86,4915.00,28,-34920.00,56.00,0.6592,0.40,0.8832,52.28,5,-21657.00,0.65,0.07,0.35,0.8621,2.06,178610.00,117195.00,61415.00,-40990.00,-25610.00,-15380.00,19,9,3,2,38240.00,-10685.00,9400.53,-4554.44,82,76,4.36
6,50,5.2,137020.00,696.30,348.86,13981.63,13110.00,106.65,67.86,4893.57,28,-34920.00,55.61,0.6544,0.40,0.8817,52.14,5,-21650.00,0.65,0.07,0.35,0.8585,2.05,178310.00,117120.00,61190.00,-41290.00,-25835.00,-15455.00,19,9,3,2,38240.00,-10985.00,9384.74,-4587.78,82,76,4.32
7,51,5.3,136445.00,698.59,342.18,13922.96,13110.00,106.20,67.86,4873.04,28,-34920.00,55.05,0.6482,0.40,0.8761,51.84,5,-21657.00,0.64,0.07,0.35,0.8527,2.01,178610.00,117195.00,61415.00,-42165.00,-25610.00,-16555.00,19,9,3,2,38240.00,-10685.00,9400.53,-4685.00,82,79,4.24
8,50,5.3,135845.00,696.30,339.89,13861.73,13110.00,105.73,67.86,4851.61,28,-34920.00,54.66,0.6434,0.40,0.8745,51.70,5,-21650.00,0.64,0.07,0.35,0.8491,1.99,178310.00,117120.00,61190.00,-42465.00,-25835.00,-16630.00,19,9,3,2,38240.00,-10985.00,9384.74,-4718.33,82,79,4.20
9,7,2.5,135390.00,675.97,356.75,13815.31,13110.00,105.38,57.26,561.78,241,-28935.00,22.23,0.4629,0.48,0.7776,21.10,5,-23184.00,0.60,0.06,0.29,0.8205,1.18,367470.00,202585.00,164885.00,-232080.00,-113965.00,-118115.00,138,103,9,8,20890.00,-9110.00,2662.83,-2253.20,9,9,1.58
10,7,2.6,135390.00,675.97,356.75,13815.31,13110.00,105.38,57.26,561.78,241,-28935.00,22.23,0.4629,0.48,0.7776,21.10,5,-23184.00,0.60,0.06,0.29,0.8205,1.18,367470.00,202585.00,164885.00,-232080.00,-113965.00,-118115.00,138,103,9,8,20890.00,-9110.00,2662.83,-2253.20,9,9,1.58
