#,P:nPeriodBreak,P:nATRExit,净利润,多头收益率%,空头收益率%,年化收益,最大使用资金,年化收益率%,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,多头总盈利,空头总盈利,总亏损,多头总亏损,空头总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1*,4,5,43630.00,762.17,533.25,6426.53,3368.00,190.81,60.81,589.59,74,-6870.00,70.61,1.3680,0.94,0.9522,37.00,5,-5144.00,1.25,0.01,0.07,1.4501,1.65,71700.00,35760.00,35940.00,-28070.00,-10090.00,-17980.00,45,29,8,5,4800.00,-2850.00,1593.33,-967.93,24,16,2.55
2,4,4.7,41950.00,701.01,544.54,6179.08,3368.00,183.46,60.00,559.33,75,-6750.00,66.45,1.2946,0.92,0.9514,36.22,5,-4978.00,1.24,0.01,0.07,1.4354,1.68,69490.00,34120.00,35370.00,-27540.00,-10510.00,-17030.00,45,30,8,5,4800.00,-2850.00,1544.22,-918.00,22,17,2.52
3,4,4.4,41640.00,702.20,534.14,6133.41,3368.00,182.11,60.00,555.20,75,-7000.00,65.60,1.2915,0.88,0.9523,36.02,5,-5138.00,1.19,0.01,0.07,1.4128,1.67,69360.00,32570.00,36790.00,-27720.00,-8920.00,-18800.00,45,30,7,4,4950.00,-2850.00,1541.33,-924.00,23,16,2.50
4,4,4.8,40900.00,717.93,496.44,6024.41,3368.00,178.87,60.00,545.33,75,-6750.00,63.53,1.2755,0.89,0.9521,35.52,5,-4978.00,1.21,0.01,0.07,1.3962,1.63,69090.00,34690.00,34400.00,-28190.00,-10510.00,-17680.00,45,30,8,5,4800.00,-2850.00,1535.33,-939.67,22,17,2.45
5,4,4.9,39820.00,705.17,477.14,5865.33,3368.00,174.15,58.67,530.93,75,-6870.00,59.33,1.2650,0.85,0.9512,34.07,5,-5046.00,1.16,0.01,0.07,1.3636,1.68,68570.00,34260.00,34310.00,-28750.00,-10510.00,-18240.00,44,31,8,5,4800.00,-2850.00,1558.41,-927.42,23,17,2.39
6,4,6.2,38620.00,696.85,449.82,5688.58,3368.00,168.90,61.76,567.94,68,-9830.00,61.00,1.1632,0.58,0.9341,36.11,5,-4852.00,1.17,0.01,0.10,1.2767,1.49,66050.00,34140.00,31910.00,-27430.00,-10670.00,-16760.00,42,26,7,6,4800.00,-3090.00,1572.62,-1055.00,26,17,2.41
7,4,6.3,37930.00,686.46,439.73,5586.95,3368.00,165.88,61.19,566.12,67,-9830.00,59.80,1.1452,0.57,0.9318,36.05,5,-4852.00,1.15,0.01,0.10,1.2561,1.54,64390.00,33790.00,30600.00,-26460.00,-10670.00,-15790.00,41,26,7,6,4800.00,-3090.00,1570.49,-1017.69,27,17,2.43
8,4,6.4,37930.00,686.46,439.73,5586.95,3368.00,165.88,61.19,566.12,67,-9830.00,59.80,1.1452,0.57,0.9318,36.05,5,-4852.00,1.15,0.01,0.10,1.2561,1.54,64390.00,33790.00,30600.00,-26460.00,-10670.00,-15790.00,41,26,7,6,4800.00,-3090.00,1570.49,-1017.69,27,17,2.43
9,3,5,37540.00,668.65,445.96,5529.50,3368.00,164.18,63.51,507.30,74,-8860.00,57.33,1.2922,0.62,0.9460,34.92,5,-5842.00,0.95,0.01,0.09,1.2833,1.28,68280.00,33690.00,34590.00,-30740.00,-11170.00,-19570.00,47,27,8,5,4800.00,-3040.00,1452.77,-1138.52,23,17,2.22
10,4,5.8,37360.00,660.33,448.93,5502.99,3368.00,163.39,60.61,566.06,66,-7070.00,58.06,1.2828,0.78,0.9167,35.53,5,-4590.00,1.20,0.01,0.07,1.2890,1.57,63720.00,32170.00,31550.00,-26360.00,-9930.00,-16430.00,40,26,7,4,4930.00,-3090.00,1593.00,-1013.85,27,18,2.42
11,4,6.5,37290.00,667.46,439.73,5492.68,3368.00,163.08,61.19,556.57,67,-9830.00,58.46,1.1188,0.56,0.9319,35.85,5,-4852.00,1.13,0.01,0.10,1.2248,1.53,63660.00,33060.00,30600.00,-26370.00,-10580.00,-15790.00,41,26,7,6,4930.00,-3090.00,1552.68,-1014.23,27,17,2.41
12,3,4.7,37060.00,629.45,470.90,5458.80,3368.00,162.08,60.81,500.81,74,-8340.00,54.46,1.2874,0.65,0.9511,33.60,5,-5336.00,1.02,0.01,0.08,1.3110,1.44,67070.00,32200.00,34870.00,-30010.00,-11000.00,-19010.00,45,29,8,5,4800.00,-3040.00,1490.44,-1034.83,23,18,2.23
13,3,4.8,35730.00,638.66,422.21,5262.89,3368.00,156.26,62.16,482.84,74,-8860.00,52.23,1.2723,0.59,0.9510,33.42,5,-5440.00,0.97,0.01,0.09,1.2669,1.32,66450.00,32510.00,33940.00,-30720.00,-11000.00,-19720.00,46,28,8,5,4800.00,-3040.00,1444.57,-1097.14,22,18,2.16
14,3,4.9,35510.00,638.66,415.68,5230.49,3368.00,155.30,60.81,479.86,74,-8860.00,50.54,1.2627,0.59,0.9503,32.54,5,-5484.00,0.95,0.01,0.09,1.2576,1.39,66360.00,32510.00,33850.00,-30850.00,-11000.00,-19850.00,45,29,8,5,4800.00,-3040.00,1474.67,-1063.79,23,18,2.15
15,4,5.7,34780.00,642.22,390.44,5122.96,3368.00,152.11,58.82,511.47,68,-7970.00,47.62,1.1482,0.64,0.9008,31.31,5,-5288.00,0.97,0.01,0.08,1.1676,1.50,65350.00,32280.00,33070.00,-30570.00,-10650.00,-19920.00,40,28,7,4,4950.00,-3090.00,1633.75,-1091.79,26,18,2.14
16,4,5.6,34280.00,636.28,381.53,5049.31,3368.00,149.92,56.52,496.81,69,-8470.00,44.47,1.1283,0.60,0.8980,29.66,5,-5388.00,0.94,0.01,0.08,1.1494,1.62,65320.00,32280.00,33040.00,-31040.00,-10850.00,-20190.00,39,30,7,4,4950.00,-3090.00,1674.87,-1034.67,26,17,2.10
17,6,6.4,34130.00,577.49,435.87,5027.22,3368.00,149.26,65.63,533.28,64,-8710.00,54.85,1.0908,0.58,0.9402,36.75,5,-4622.00,1.09,0.01,0.09,1.2109,1.19,60950.00,34550.00,26400.00,-26820.00,-15100.00,-11720.00,42,22,8,3,4800.00,-2920.00,1451.19,-1219.09,26,20,2.27
18,3,6.5,34030.00,621.73,388.66,5012.49,3368.00,148.83,63.77,493.19,69,-8110.00,52.90,1.1180,0.62,0.9446,35.55,5,-4954.00,1.01,0.01,0.08,1.1540,1.28,61050.00,32410.00,28640.00,-27020.00,-11470.00,-15550.00,44,25,8,3,4930.00,-2910.00,1387.50,-1080.80,25,18,2.26
19,4,4.2,34000.00,593.23,416.27,5008.07,3368.00,148.70,57.89,447.37,76,-6750.00,46.12,1.1384,0.74,0.9144,31.02,5,-4854.00,1.03,0.01,0.07,1.1844,1.57,63460.00,31710.00,31750.00,-29460.00,-11730.00,-17730.00,44,32,7,4,4950.00,-2850.00,1442.27,-920.63,23,16,2.15
20,4,4.3,33790.00,590.26,413.00,4977.14,3368.00,147.78,55.84,438.83,77,-8930.00,42.91,1.1089,0.56,0.8968,29.03,5,-5524.00,0.90,0.01,0.09,1.1628,1.65,64990.00,31710.00,33280.00,-31200.00,-11830.00,-19370.00,43,34,7,6,4950.00,-2850.00,1511.40,-917.65,23,16,2.08
21,5,4.2,33640.00,590.26,408.55,4955.04,3368.00,147.12,57.89,442.63,76,-7010.00,45.41,1.1341,0.71,0.9143,30.86,5,-4906.00,1.01,0.01,0.07,1.1743,1.56,63100.00,31610.00,31490.00,-29460.00,-11730.00,-17730.00,44,32,7,4,4950.00,-2850.00,1434.09,-920.63,23,16,2.14
22,5,1.7,33610.00,538.90,459.03,4950.63,3368.00,146.99,53.33,320.10,105,-5590.00,35.34,0.9117,0.89,0.9369,24.04,61,-1036.39,4.78,0.01,0.06,1.0979,1.59,74560.00,38430.00,36130.00,-40950.00,-20280.00,-20670.00,56,49,4,5,5190.00,-2370.00,1331.43,-835.71,19,8,1.82
23,5,4.3,33430.00,587.29,405.29,4924.11,3368.00,146.20,55.84,434.16,77,-8930.00,42.23,1.1046,0.55,0.8967,28.89,5,-5576.00,0.88,0.01,0.09,1.1527,1.64,64630.00,31610.00,33020.00,-31200.00,-11830.00,-19370.00,43,34,7,6,4950.00,-2850.00,1503.02,-917.65,23,16,2.07
24,3,1.1,33080.00,598.28,383.91,4872.56,3368.00,144.67,45.93,245.04,135,-9290.00,29.23,0.7188,0.52,0.8604,20.20,54,-980.37,4.97,0.01,0.09,1.0268,2.10,75200.00,42000.00,33200.00,-42120.00,-21850.00,-20270.00,62,73,7,6,5960.00,-1640.00,1212.90,-576.99,16,7,1.79
25,4,5.5,32930.00,619.36,358.37,4850.46,3368.00,144.02,54.29,470.43,70,-8520.00,38.57,1.0998,0.57,0.8932,26.78,5,-5780.00,0.84,0.01,0.09,1.1000,1.66,66750.00,32840.00,33910.00,-33820.00,-11980.00,-21840.00,38,32,7,4,4950.00,-2850.00,1756.58,-1056.88,25,18,1.97
26,8,1.4,32630.00,428.74,540.08,4806.28,3368.00,142.70,47.79,288.76,113,-7620.00,30.48,0.8743,0.63,0.9289,21.36,57,-1014.39,4.74,0.01,0.08,1.0763,1.98,73010.00,31060.00,41950.00,-40380.00,-16620.00,-23760.00,54,59,6,7,5960.00,-1890.00,1352.04,-684.41,18,8,1.81
27,7,1.4,32190.00,479.06,476.98,4741.46,3367.00,140.82,49.55,290.00,111,-9290.00,30.30,0.8963,0.51,0.9138,21.52,5,-6308.00,0.75,0.01,0.09,1.0763,1.80,74130.00,37510.00,36620.00,-41940.00,-21380.00,-20560.00,55,56,6,7,5960.00,-1890.00,1347.82,-748.93,19,8,1.77
28,6,4.7,31910.00,550.77,396.67,4700.22,3368.00,139.56,58.11,431.22,74,-8060.00,39.82,0.8081,0.58,0.8237,28.53,5,-5774.00,0.81,0.01,0.08,1.0452,1.42,64990.00,34360.00,30630.00,-33080.00,-15810.00,-17270.00,43,31,9,5,5790.00,-3370.00,1511.40,-1067.10,23,16,1.96
29,3,5.5,31860.00,584.92,361.05,4692.86,3368.00,139.34,60.56,448.73,71,-7140.00,44.00,1.1582,0.66,0.9071,31.58,5,-5148.00,0.91,0.01,0.07,1.0978,1.36,61110.00,29990.00,31120.00,-29250.00,-10290.00,-18960.00,43,28,8,4,4950.00,-2850.00,1421.16,-1044.64,24,18,2.09
30,5,4.4,31620.00,561.16,377.67,4657.51,3368.00,138.29,57.14,410.65,77,-11100.00,39.21,1.0770,0.42,0.8745,28.35,5,-6010.00,0.77,0.01,0.11,1.1037,1.49,63730.00,29860.00,33870.00,-32110.00,-10960.00,-21150.00,44,33,7,6,4950.00,-2850.00,1448.41,-973.03,23,16,1.98
31,7,1.5,31420.00,512.33,420.85,4628.05,3367.00,137.45,46.36,285.64,110,-9010.00,27.45,0.9024,0.51,0.9118,19.97,5,-5518.00,0.84,0.01,0.09,1.0274,2.03,72950.00,35420.00,37530.00,-41530.00,-18170.00,-23360.00,51,59,5,6,5190.00,-1560.00,1430.39,-703.90,20,8,1.76
32,6,5.9,31410.00,550.18,382.42,4626.57,3368.00,137.37,62.32,455.22,69,-10980.00,43.77,1.0422,0.42,0.9250,31.86,5,-5194.00,0.89,0.01,0.11,1.1101,1.24,61430.00,34560.00,26870.00,-30020.00,-16030.00,-13990.00,43,26,8,5,4800.00,-2920.00,1428.60,-1154.62,24,19,2.05
33,6,6,31300.00,533.55,395.78,4610.37,3368.00,136.89,65.67,467.16,67,-9950.00,47.61,1.0486,0.46,0.9278,34.78,5,-4988.00,0.92,0.01,0.10,1.1227,1.11,59100.00,32740.00,26360.00,-27800.00,-14770.00,-13030.00,44,23,8,4,4800.00,-2920.00,1343.18,-1208.70,25,18,2.13
34,5,5.9,31270.00,571.56,356.89,4605.95,3368.00,136.76,60.00,446.71,70,-10980.00,40.83,1.0432,0.42,0.9231,29.86,5,-5268.00,0.87,0.01,0.11,1.1078,1.33,62840.00,35720.00,27120.00,-31570.00,-16470.00,-15100.00,42,28,7,5,4800.00,-2920.00,1496.19,-1127.50,24,18,1.99
35,2,5.8,31150.00,557.30,367.58,4588.28,3368.00,136.23,60.29,458.09,68,-9890.00,41.73,1.1403,0.46,0.8365,30.63,5,-4850.00,0.95,0.01,0.10,1.1329,1.34,61310.00,29410.00,31900.00,-30160.00,-10640.00,-19520.00,41,27,7,4,4930.00,-3470.00,1495.37,-1117.04,26,18,2.03
36,9,2.3,31100.00,510.99,412.41,4580.91,3368.00,136.01,47.25,341.76,91,-6980.00,30.84,0.9007,0.66,0.9243,22.67,5,-5056.00,0.91,0.03,0.07,1.0447,2.15,64820.00,33100.00,31720.00,-33720.00,-15890.00,-17830.00,43,48,4,4,5110.00,-2710.00,1507.44,-702.50,20,12,1.92
