#,P:nPeriodBreak,P:nATRExit,净利润,多头收益率%,空头收益率%,年化收益,最大使用资金,年化收益率%,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,多头总盈利,空头总盈利,总亏损,多头总亏损,空头总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1*,7,2.5,250650.00,426.94,264.80,26357.61,36235.00,72.74,43.75,3133.13,80,-88820.00,14.32,0.3507,0.30,0.6086,19.69,5,-62134.00,0.42,0.23,0.86,0.5171,2.34,557000.00,299260.00,257740.00,-306350.00,-144560.00,-161790.00,35,45,4,5,61490.00,-18510.00,15914.29,-6807.78,40,18,1.82
2,13,2.5,232440.00,358.58,282.90,24442.70,36235.00,67.46,42.11,3058.42,76,-96140.00,12.30,0.2814,0.25,0.5600,18.24,5,-59052.00,0.41,0.18,0.94,0.5040,2.43,536580.00,269990.00,266590.00,-304140.00,-140060.00,-164080.00,32,44,4,5,56690.00,-18360.00,16768.13,-6912.27,40,19,1.76
3,5,2.5,219990.00,398.92,208.20,23133.49,36235.00,63.84,43.21,2715.93,81,-117960.00,10.90,0.3006,0.20,0.4724,17.07,5,-67962.00,0.34,0.23,1.15,0.4392,2.17,557000.00,299260.00,257740.00,-337010.00,-154710.00,-182300.00,35,46,4,5,61490.00,-20510.00,15914.29,-7326.30,40,18,1.65
4,6,2.5,219990.00,398.92,208.20,23133.49,36235.00,63.84,43.21,2715.93,81,-117960.00,10.90,0.3006,0.20,0.4724,17.07,5,-67962.00,0.34,0.23,1.15,0.4392,2.17,557000.00,299260.00,257740.00,-337010.00,-154710.00,-182300.00,35,46,4,5,61490.00,-20510.00,15914.29,-7326.30,40,18,1.65
5,4,2.5,219190.00,398.92,205.99,23049.37,36235.00,63.61,43.21,2706.05,81,-118760.00,10.82,0.2991,0.19,0.4681,17.00,5,-68122.00,0.34,0.23,1.15,0.4365,2.17,557000.00,299260.00,257740.00,-337810.00,-154710.00,-183100.00,35,46,4,5,61490.00,-21310.00,15914.29,-7343.70,40,18,1.65
6,12,2.5,215570.00,373.31,221.61,22668.70,36235.00,62.56,42.31,2763.72,78,-96140.00,10.48,0.2534,0.24,0.4827,16.76,5,-62464.00,0.36,0.18,0.94,0.4405,2.26,544270.00,281380.00,262890.00,-328700.00,-146110.00,-182590.00,33,45,3,5,56690.00,-18510.00,16493.03,-7304.44,40,18,1.66
7,15,2.1,207190.00,320.27,251.52,21787.48,36235.00,60.13,43.96,2276.81,91,-88860.00,10.10,0.2594,0.25,0.7041,16.80,5,-50772.00,0.43,0.18,0.87,0.4819,2.06,542000.00,266490.00,275510.00,-334810.00,-150440.00,-184370.00,40,51,6,7,56640.00,-20460.00,13550.00,-6564.90,31,12,1.62
8,16,2.1,206150.00,297.09,271.84,21678.12,36235.00,59.83,45.56,2290.56,90,-88860.00,10.32,0.2484,0.24,0.6377,17.25,5,-47840.00,0.45,0.18,0.87,0.4571,1.92,544440.00,266490.00,277950.00,-338290.00,-158840.00,-179450.00,41,49,6,7,56640.00,-20460.00,13279.02,-6903.88,31,12,1.61
9,16,2.5,206140.00,290.69,278.21,21677.07,36235.00,59.82,42.11,2712.37,76,-99190.00,9.95,0.2727,0.22,0.5753,16.62,5,-59356.00,0.37,0.18,0.97,0.4435,2.27,522080.00,258440.00,263640.00,-315940.00,-153110.00,-162830.00,32,44,4,5,56690.00,-18610.00,16315.00,-7180.45,39,18,1.65
10,17,2.1,206100.00,270.35,298.44,21672.86,36235.00,59.81,47.06,2424.71,85,-88860.00,11.34,0.2441,0.24,0.6718,18.97,5,-54598.00,0.40,0.18,0.87,0.4908,1.88,511400.00,247890.00,263510.00,-305300.00,-149930.00,-155370.00,40,45,6,7,56640.00,-20460.00,12785.00,-6784.44,30,12,1.68
11,15,2.5,205790.00,299.10,268.83,21640.26,36235.00,59.72,42.11,2707.76,76,-96140.00,9.91,0.2716,0.23,0.5846,16.60,5,-59426.00,0.36,0.18,0.94,0.4440,2.27,522080.00,258440.00,263640.00,-316290.00,-150060.00,-166230.00,32,44,4,5,56690.00,-18610.00,16315.00,-7188.41,39,18,1.65
12,8,2.5,204600.00,351.87,212.78,21515.13,36235.00,59.38,42.50,2557.50,80,-97450.00,9.47,0.2646,0.22,0.4973,15.95,5,-65286.00,0.33,0.23,0.95,0.4153,2.17,545210.00,287470.00,257740.00,-340610.00,-159970.00,-180640.00,34,46,3,5,61490.00,-22410.00,16035.59,-7404.57,40,18,1.60
13,13,2.1,197560.00,316.63,228.59,20774.82,36235.00,57.33,42.55,2101.70,94,-98820.00,8.60,0.2435,0.21,0.6614,15.01,5,-55856.00,0.37,0.18,0.97,0.4435,2.09,560250.00,281790.00,278460.00,-362690.00,-167060.00,-195630.00,40,54,6,7,56640.00,-20760.00,14006.25,-6716.48,32,12,1.54
14,17,2,197360.00,217.55,327.11,20753.79,36235.00,57.28,48.31,2217.53,89,-82960.00,10.93,0.2811,0.25,0.7953,19.08,5,-51182.00,0.41,0.18,0.81,0.4706,1.77,499820.00,229770.00,270050.00,-302460.00,-150940.00,-151520.00,43,46,6,6,56640.00,-20460.00,11623.72,-6575.22,28,11,1.65
15,14,2.1,194780.00,279.40,258.15,20482.48,36235.00,56.53,43.48,2117.17,92,-108220.00,8.76,0.2369,0.19,0.6678,15.50,5,-54644.00,0.37,0.18,1.06,0.4526,2.02,546350.00,270240.00,276110.00,-351570.00,-169000.00,-182570.00,40,52,6,7,56640.00,-23910.00,13658.75,-6760.96,32,12,1.55
16,14,2.5,190830.00,257.40,269.24,20067.11,36235.00,55.38,41.56,2478.31,77,-96140.00,8.40,0.2401,0.21,0.5354,15.17,5,-62328.00,0.32,0.18,0.94,0.4083,2.21,522680.00,258440.00,264240.00,-331850.00,-165170.00,-166680.00,32,45,4,5,56690.00,-18610.00,16333.75,-7374.44,39,17,1.58
