#,P:nPeriodBreak,P:nATRExit,净利润,年化收益,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1*,37,2.1,24490.00,2559.08,46.27,365.52,67,-10530.00,5.58,0.2164,0.24,0.7364,746.47,5,-5374.00,0.48,0.00,0.02,0.5037,2.06,56280.00,-31790.00,31,36,4,5,5320.00,-2910.00,1815.48,-883.06,33,13,1.77
2,21,1.2,22870.00,2389.79,43.38,168.16,136,-7160.00,5.72,0.2533,0.33,0.9161,1953.19,5,-5004.00,0.48,0.00,0.01,0.4623,1.97,67880.00,-45010.00,59,77,5,9,5400.00,-1780.00,1150.51,-584.55,16,6,1.51
3,22,1.2,22670.00,2368.89,42.86,170.45,133,-7160.00,5.68,0.2633,0.33,0.9225,1947.59,5,-5026.00,0.47,0.00,0.01,0.4574,2.02,66800.00,-44130.00,57,76,6,9,5400.00,-1780.00,1171.93,-580.66,17,6,1.51
4,37,2,21080.00,2202.75,48.61,292.78,72,-14900.00,3.90,0.2114,0.15,0.6829,299.07,5,-6088.00,0.36,0.00,0.03,0.4264,1.68,57040.00,-35960.00,35,37,4,5,5500.00,-4140.00,1629.71,-971.89,29,12,1.59
5,36,2.1,20670.00,2159.91,44.29,295.29,70,-11350.00,3.79,0.1665,0.19,0.5762,425.53,5,-6070.00,0.36,0.00,0.02,0.4303,2.00,55660.00,-34990.00,31,39,4,7,5320.00,-2910.00,1795.48,-897.18,33,12,1.59
6,20,1.2,20410.00,2132.74,41.43,145.79,140,-6660.00,4.23,0.2266,0.32,0.9008,1983.49,5,-5276.00,0.40,0.00,0.01,0.4072,2.01,68970.00,-48560.00,58,82,5,9,5060.00,-1780.00,1189.14,-592.20,16,6,1.42
7,25,1.2,20370.00,2128.56,43.55,164.27,124,-7680.00,4.97,0.2117,0.28,0.9135,1501.00,5,-5102.00,0.42,0.00,0.02,0.4359,1.94,61630.00,-41260.00,54,70,5,8,5400.00,-1780.00,1141.30,-589.43,16,6,1.49
8,19,1.8,20360.00,2127.51,46.60,197.67,103,-9690.00,3.41,0.1253,0.22,0.6212,634.62,5,-7470.00,0.28,0.00,0.02,0.4436,1.65,66930.00,-46570.00,48,55,4,6,3900.00,-4140.00,1394.38,-846.73,26,10,1.44
9,27,1.9,19760.00,2064.82,51.22,240.98,82,-12460.00,4.07,0.1161,0.17,0.4727,279.75,5,-5006.00,0.41,0.00,0.02,0.4396,1.48,55310.00,-35550.00,42,40,5,8,5320.00,-4140.00,1316.90,-888.75,28,10,1.56
10,44,2.1,19640.00,2052.28,43.55,316.77,62,-12490.00,3.48,0.1915,0.16,0.7565,434.67,5,-5656.00,0.36,0.00,0.02,0.3996,2.08,52060.00,-32420.00,27,35,3,5,5490.00,-2910.00,1928.15,-926.29,33,12,1.61
11,33,2,18890.00,1973.90,45.95,255.27,74,-14110.00,3.29,0.1929,0.14,0.6350,278.39,5,-6204.00,0.32,0.00,0.03,0.3782,1.79,55100.00,-36210.00,34,40,4,7,5500.00,-4140.00,1620.59,-905.25,31,12,1.52
12,25,2.1,18580.00,1941.51,44.00,247.73,75,-12070.00,3.31,0.0938,0.16,0.4157,245.11,5,-6726.00,0.29,0.00,0.02,0.3910,1.94,54140.00,-35560.00,33,42,5,7,5240.00,-2400.00,1640.61,-846.67,35,13,1.52
13,34,2,18570.00,1940.47,45.95,250.95,74,-14110.00,3.20,0.1886,0.14,0.6241,268.95,5,-6268.00,0.31,0.00,0.03,0.3718,1.78,54780.00,-36210.00,34,40,4,7,5500.00,-4140.00,1611.18,-905.25,31,12,1.51
14,35,2.1,18540.00,1937.33,42.86,264.86,70,-11430.00,3.02,0.1634,0.17,0.5765,376.57,5,-6062.00,0.32,0.00,0.02,0.3759,2.02,54390.00,-35850.00,30,40,4,7,5320.00,-2910.00,1813.00,-896.25,34,12,1.52
15,23,1.2,18430.00,1925.84,41.67,139.62,132,-7160.00,3.84,0.2130,0.27,0.9182,1575.22,5,-5122.00,0.38,0.00,0.01,0.3665,1.97,63310.00,-44880.00,55,77,5,9,5400.00,-1780.00,1151.09,-582.86,16,6,1.41
16,26,1.2,18380.00,1920.61,41.94,148.23,124,-7680.00,3.97,0.1938,0.25,0.9008,1335.48,5,-5292.00,0.36,0.00,0.02,0.3947,1.99,60700.00,-42320.00,52,72,5,8,5400.00,-1780.00,1167.31,-587.78,16,6,1.43
17,33,2.1,18330.00,1915.39,42.86,261.86,70,-10990.00,3.01,0.1641,0.17,0.5712,398.96,5,-6066.00,0.32,0.00,0.02,0.3678,2.02,53890.00,-35560.00,30,40,4,7,5320.00,-2910.00,1796.33,-889.00,34,12,1.52
18,36,2,18330.00,1915.39,45.95,247.70,74,-14900.00,2.91,0.1752,0.13,0.5735,218.78,5,-6570.00,0.29,0.00,0.03,0.3743,1.75,56110.00,-37780.00,34,40,4,7,5500.00,-4140.00,1650.29,-944.50,30,12,1.49
19,18,1.5,18320.00,1914.34,46.77,147.74,124,-18710.00,2.85,0.0583,0.10,0.1076,26.78,5,-6398.00,0.30,0.00,0.04,0.4193,1.54,70110.00,-51790.00,58,66,8,10,5180.00,-2430.00,1208.79,-784.70,20,8,1.35
20,25,2,18180.00,1899.71,46.84,230.13,79,-10600.00,3.04,0.1121,0.18,0.5139,385.71,5,-6192.00,0.31,0.00,0.02,0.3846,1.68,56190.00,-38010.00,37,42,5,7,5500.00,-4140.00,1518.65,-905.00,31,12,1.48
21,34,2.1,18070.00,1888.22,44.29,258.14,70,-11250.00,2.96,0.1606,0.17,0.5601,368.05,5,-6118.00,0.31,0.00,0.02,0.3629,1.90,53590.00,-35520.00,31,39,4,7,5320.00,-2910.00,1728.71,-910.77,34,12,1.51
22,19,1.2,18010.00,1881.95,40.28,125.07,144,-8900.00,3.10,0.2090,0.21,0.8667,944.24,5,-5710.00,0.33,0.00,0.02,0.3506,2.00,69920.00,-51910.00,58,86,5,9,5060.00,-1780.00,1205.52,-603.60,16,6,1.35
23,30,2.1,18000.00,1880.90,42.86,257.14,70,-12060.00,2.86,0.1573,0.16,0.5477,311.96,5,-6224.00,0.30,0.00,0.02,0.3610,2.00,53990.00,-35990.00,30,40,4,7,5320.00,-2910.00,1799.67,-899.75,35,13,1.50
24,35,2,17820.00,1862.10,45.95,240.81,74,-14060.00,2.84,0.1755,0.13,0.5842,243.32,5,-6388.00,0.29,0.00,0.03,0.3618,1.74,55090.00,-37270.00,34,40,4,7,5500.00,-4140.00,1620.29,-931.75,30,12,1.48
25,31,2.1,17790.00,1858.96,42.86,254.14,70,-11960.00,2.82,0.1529,0.16,0.5324,304.78,5,-6192.00,0.30,0.00,0.02,0.3572,1.99,53680.00,-35890.00,30,40,4,7,5320.00,-2910.00,1789.33,-897.25,35,12,1.50
26,32,2.1,17680.00,1847.47,42.86,252.57,70,-11960.00,2.75,0.1552,0.15,0.5302,301.63,5,-6260.00,0.30,0.00,0.02,0.3547,1.98,53890.00,-36210.00,30,40,4,7,5320.00,-2910.00,1796.33,-905.25,34,12,1.49
27,30,2,17520.00,1830.75,45.95,236.76,74,-13890.00,2.72,0.1751,0.13,0.5793,243.03,5,-6502.00,0.28,0.00,0.03,0.3517,1.72,55160.00,-37640.00,34,40,4,7,5500.00,-4140.00,1622.35,-941.00,31,12,1.47
28,27,1.2,17490.00,1827.61,41.32,144.55,121,-7680.00,3.54,0.1866,0.24,0.8961,1262.60,5,-5328.00,0.34,0.00,0.02,0.3767,2.01,59870.00,-42380.00,50,71,5,8,5400.00,-1780.00,1197.40,-596.90,16,6,1.41
29,32,2,17330.00,1810.89,45.95,234.19,74,-14110.00,2.64,0.1726,0.13,0.5631,226.47,5,-6512.00,0.28,0.00,0.03,0.3484,1.71,55190.00,-37860.00,34,40,4,7,5500.00,-4140.00,1623.24,-946.50,31,12,1.46
30,31,2,17210.00,1798.35,45.95,232.57,74,-13890.00,2.64,0.1696,0.13,0.5624,231.78,5,-6490.00,0.28,0.00,0.03,0.3453,1.71,54850.00,-37640.00,34,40,4,7,5500.00,-4140.00,1613.24,-941.00,31,12,1.46
31,19,1.5,17150.00,1792.08,46.67,142.92,120,-10330.00,2.76,0.1112,0.17,0.6122,467.27,5,-4582.00,0.39,0.00,0.02,0.3698,1.55,65590.00,-48440.00,56,64,5,7,5180.00,-2430.00,1171.25,-756.88,20,7,1.35
32,16,1.5,16790.00,1754.47,46.56,128.17,131,-17800.00,2.22,0.1013,0.10,0.2989,75.56,5,-6504.00,0.27,0.00,0.04,0.3833,1.49,73230.00,-56440.00,61,70,6,11,4670.00,-2430.00,1200.49,-806.29,19,8,1.30
33,38,2.1,16790.00,1754.47,43.28,250.60,67,-11190.00,2.43,0.1674,0.16,0.7209,443.57,5,-5940.00,0.30,0.00,0.02,0.3404,1.92,52920.00,-36130.00,29,38,3,5,5320.00,-2910.00,1824.83,-950.79,33,12,1.46
