#,P:nPeriodBreak,P:nATRExit,净利润,多头收益率%,空头收益率%,年化收益,最大使用资金,年化收益率%,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,多头总盈利,空头总盈利,总亏损,多头总亏损,空头总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1*,10,1.4,486280.00,998.07,810.34,66377.04,26890.00,246.85,43.30,5013.20,97,-64240.00,69.81,4.2185,1.03,0.7857,28.28,5,-37060.00,1.79,0.20,0.62,1.1915,3.78,744530.00,413950.00,330580.00,-258250.00,-145570.00,-112680.00,42,55,5,8,85990.00,-17810.00,17726.90,-4695.45,25,8,2.88
2,6,1.2,483440.00,913.35,884.49,65989.38,26890.00,245.40,46.83,3836.83,126,-41640.00,68.79,7.1204,1.58,0.7920,28.03,5,-37494.00,1.76,0.20,0.40,1.6689,2.83,807560.00,451160.00,356400.00,-324120.00,-205560.00,-118560.00,59,67,6,6,81990.00,-18110.00,13687.46,-4837.61,21,5,2.49
3,2,1.3,482610.00,922.91,871.85,65876.08,26890.00,244.98,44.96,3741.16,129,-41010.00,67.22,5.9790,1.61,0.7621,27.44,5,-38532.00,1.71,0.20,0.40,1.4276,3.14,790820.00,464030.00,326790.00,-308210.00,-215860.00,-92350.00,58,71,6,5,98990.00,-18510.00,13634.83,-4340.99,21,6,2.57
4,3,1.3,482610.00,922.91,871.85,65876.08,26890.00,244.98,44.96,3741.16,129,-41010.00,67.22,5.9790,1.61,0.7621,27.44,5,-38532.00,1.71,0.20,0.40,1.4276,3.14,790820.00,464030.00,326790.00,-308210.00,-215860.00,-92350.00,58,71,6,5,98990.00,-18510.00,13634.83,-4340.99,21,6,2.57
5,9,1.4,476370.00,964.97,806.58,65024.33,26890.00,241.82,44.90,4860.92,98,-58440.00,71.39,4.3278,1.11,0.7823,29.52,5,-38142.00,1.70,0.20,0.57,1.2201,3.58,724510.00,429040.00,295470.00,-248140.00,-169560.00,-78580.00,44,54,5,8,98990.00,-18510.00,16466.14,-4595.19,25,8,2.92
6,6,1.3,470430.00,892.75,856.71,64213.52,26890.00,238.80,43.59,4020.77,117,-39020.00,63.82,6.6548,1.65,0.7736,26.73,5,-35532.00,1.81,0.20,0.37,1.5891,3.35,767240.00,459460.00,307780.00,-296810.00,-219400.00,-77410.00,51,66,6,7,98990.00,-18510.00,15043.92,-4497.12,23,6,2.58
7,2,1.2,467670.00,895.50,843.70,63836.78,26890.00,237.40,47.37,3516.32,133,-62120.00,64.64,6.2735,1.03,0.7929,27.23,5,-43286.00,1.47,0.20,0.60,1.4679,2.61,813570.00,467550.00,346020.00,-345900.00,-226750.00,-119150.00,63,70,6,6,98990.00,-18510.00,12913.81,-4941.43,20,6,2.35
8,7,1.4,462880.00,880.07,841.32,63182.95,26890.00,234.97,42.99,4325.98,107,-58130.00,64.70,3.9252,1.09,0.8114,27.54,5,-39168.00,1.61,0.20,0.56,1.1004,3.69,722690.00,401850.00,320840.00,-259810.00,-165200.00,-94610.00,46,61,5,8,98990.00,-18510.00,15710.65,-4259.18,24,7,2.78
9,6,1.4,462320.00,854.78,864.52,63106.51,26890.00,234.68,45.37,4280.74,108,-52530.00,66.36,5.7702,1.20,0.7787,28.27,5,-40278.00,1.57,0.20,0.51,1.4258,3.20,741860.00,431190.00,310670.00,-279540.00,-201340.00,-78200.00,49,59,6,8,98990.00,-18510.00,15140.00,-4737.97,24,7,2.65
10,14,1.2,458140.00,960.62,743.14,62535.94,26890.00,232.56,44.34,4322.08,106,-36840.00,68.43,3.2952,1.70,0.7733,29.42,5,-32822.00,1.91,0.20,0.36,1.2912,3.73,690380.00,381590.00,308790.00,-232240.00,-123280.00,-108960.00,47,59,6,5,98990.00,-18510.00,14688.94,-3936.27,20,6,2.97
