#,P:nPeriodBreak,P:nATRExit,净利润,多头收益率%,空头收益率%,年化收益,最大使用资金,年化收益率%,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,多头总盈利,空头总盈利,总亏损,多头总亏损,空头总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1*,4,2.4,78960.00,175.37,504.74,8217.96,11610.00,70.78,51.39,548.33,144,-13450.00,14.48,0.4465,0.61,0.7791,20.45,5,-11468.00,0.72,0.04,0.13,0.6520,1.57,198420.00,82780.00,115640.00,-119460.00,-62420.00,-57040.00,74,70,7,6,10830.00,-4810.00,2681.35,-1706.57,19,11,1.66
2,4,2.5,73850.00,167.18,468.91,7686.13,11610.00,66.20,50.35,516.43,143,-15050.00,12.72,0.4264,0.51,0.7751,19.22,5,-11404.00,0.67,0.04,0.15,0.6037,1.59,193480.00,81970.00,111510.00,-119630.00,-62560.00,-57070.00,72,71,6,5,10830.00,-4810.00,2687.22,-1684.93,20,10,1.62
3,4,2.3,71080.00,131.01,481.22,7397.83,11610.00,63.72,49.32,480.27,148,-19440.00,11.28,0.3917,0.38,0.7732,17.70,5,-12290.00,0.60,0.04,0.19,0.6012,1.60,198130.00,83660.00,114470.00,-127050.00,-68450.00,-58600.00,73,75,7,5,10830.00,-4810.00,2714.11,-1694.00,19,10,1.56
4,5,2.2,68720.00,120.93,470.97,7152.21,11610.00,61.60,50.68,470.68,146,-18990.00,11.02,0.4107,0.38,0.8553,17.88,5,-13148.00,0.54,0.04,0.19,0.6343,1.50,194780.00,83090.00,111690.00,-126060.00,-69050.00,-57010.00,74,72,6,5,10070.00,-5910.00,2632.16,-1750.83,19,10,1.55
5,5,2.4,66340.00,104.22,467.18,6904.51,11610.00,59.47,49.30,467.18,142,-16360.00,10.12,0.4092,0.42,0.7497,17.02,5,-12046.00,0.57,0.04,0.16,0.5421,1.57,192140.00,79750.00,112390.00,-125800.00,-67650.00,-58150.00,70,72,6,8,10070.00,-4890.00,2744.86,-1747.22,20,11,1.53
6,3,2.4,66210.00,139.36,430.92,6890.98,11610.00,59.35,49.66,444.36,149,-14090.00,9.91,0.3889,0.49,0.7909,16.69,5,-12380.00,0.56,0.04,0.14,0.5570,1.53,197020.00,84530.00,112490.00,-130810.00,-68350.00,-62460.00,74,75,7,6,10830.00,-4930.00,2662.43,-1744.13,19,10,1.51
7,5,2.3,64990.00,88.80,470.97,6764.00,11610.00,58.26,48.97,448.21,145,-17400.00,9.55,0.3991,0.39,0.7659,16.40,5,-12088.00,0.56,0.04,0.17,0.5502,1.57,194090.00,80740.00,113350.00,-129100.00,-70430.00,-58670.00,71,74,6,8,10070.00,-4810.00,2733.66,-1744.59,19,10,1.50
8,2,2.3,64120.00,128.17,424.12,6673.45,11610.00,57.48,50.00,416.36,154,-17820.00,9.55,0.4948,0.37,0.9275,16.62,5,-13248.00,0.50,0.04,0.18,0.6247,1.50,192870.00,77460.00,115410.00,-128750.00,-62580.00,-66170.00,77,77,6,6,10830.00,-4910.00,2504.81,-1672.08,19,10,1.50
9,8,2.4,63550.00,151.85,395.52,6614.13,11610.00,56.97,49.64,457.19,139,-12590.00,9.82,0.3898,0.53,0.8026,17.24,5,-10202.00,0.65,0.04,0.12,0.5313,1.55,182950.00,76240.00,106710.00,-119400.00,-58610.00,-60790.00,69,70,7,5,10070.00,-5270.00,2651.45,-1705.71,19,11,1.53
10,4,2.7,62690.00,129.03,410.94,6524.62,11610.00,56.20,48.20,451.01,139,-23440.00,9.12,0.2736,0.28,0.4868,16.22,5,-12482.00,0.52,0.04,0.23,0.4347,1.62,186270.00,79550.00,106720.00,-123580.00,-64570.00,-59010.00,67,72,6,5,10830.00,-4810.00,2780.15,-1716.39,21,11,1.51
