#,P:nPeriodBreak,P:nATRExit,净利润,年化收益,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1*,68,4.9,176150.00,14028.97,43.33,5871.67,30,-29760.00,28.29,0.7033,0.47,0.8836,573.34,5,-15880.00,0.88,0.02,0.06,0.8544,7.41,213920.00,-37770.00,13,17,2,3,64665.00,-4085.00,16455.38,-2221.76,151,32,5.66
2,68,4.3,176070.00,14022.59,48.48,5335.45,33,-24460.00,29.20,0.7262,0.57,0.8731,846.86,5,-16925.00,0.83,0.02,0.05,0.8686,5.69,216490.00,-40420.00,16,17,2,4,64665.00,-5810.00,13530.63,-2377.65,112,29,5.36
3,68,4.8,173490.00,13817.12,45.16,5596.45,31,-29760.00,30.23,0.6895,0.46,0.8741,560.64,5,-15740.00,0.88,0.02,0.06,0.8421,7.00,209910.00,-36420.00,14,17,2,3,64665.00,-4085.00,14993.57,-2142.35,139,32,5.76
4,68,4.1,172015.00,13699.65,55.56,4778.19,36,-24460.00,28.86,0.7363,0.56,0.8743,835.92,5,-15769.00,0.87,0.02,0.05,0.8821,4.04,214500.00,-42485.00,20,16,3,2,64665.00,-8610.00,10725.00,-2655.31,89,24,5.05
5,68,4.4,171920.00,13692.08,45.45,5209.70,33,-24460.00,25.70,0.7086,0.56,0.8739,827.61,5,-17680.00,0.77,0.02,0.05,0.8384,5.93,215575.00,-43655.00,15,18,2,6,64665.00,-5985.00,14371.67,-2425.28,122,30,4.94
6,68,4.2,169665.00,13512.49,55.56,4712.92,36,-24460.00,27.76,0.7279,0.55,0.8719,822.18,5,-15788.00,0.86,0.02,0.05,0.8641,3.94,212950.00,-43285.00,20,16,3,2,65140.00,-8610.00,10647.50,-2705.31,90,25,4.92
7,63,5.1,167785.00,13362.76,51.72,5785.69,29,-29760.00,25.06,0.7076,0.45,0.8673,533.89,5,-17150.00,0.78,0.02,0.06,0.8215,4.92,207075.00,-39290.00,15,14,3,4,64290.00,-6685.00,13805.00,-2806.43,144,34,5.27
8,70,4.9,165385.00,13171.62,44.83,5702.93,29,-29760.00,21.14,0.6519,0.44,0.8685,527.04,5,-17574.00,0.75,0.02,0.06,0.8080,5.83,209645.00,-44260.00,13,16,2,3,64665.00,-6585.00,16126.54,-2766.25,151,30,4.74
9,68,4.5,165320.00,13166.44,45.45,5009.70,33,-29760.00,24.11,0.6732,0.44,0.8771,539.61,5,-18885.00,0.70,0.02,0.06,0.7897,5.68,209575.00,-44255.00,15,18,2,6,64665.00,-6710.00,13971.67,-2458.61,123,30,4.74
10,64,5.1,164885.00,13131.80,51.72,5685.69,29,-29760.00,24.30,0.6976,0.44,0.8650,523.23,5,-17280.00,0.76,0.02,0.06,0.8059,4.82,204500.00,-39615.00,15,14,3,4,64290.00,-6685.00,13633.33,-2829.64,144,34,5.16
11,69,4.9,164750.00,13121.05,43.33,5491.67,30,-29760.00,21.24,0.6479,0.44,0.8679,526.69,5,-17694.00,0.74,0.02,0.06,0.8006,6.11,209645.00,-44895.00,13,17,2,3,64665.00,-6585.00,16126.54,-2640.88,151,31,4.67
12,65,5.1,163710.00,13038.22,51.72,5645.17,29,-29760.00,23.27,0.6959,0.44,0.8638,518.77,5,-17400.00,0.75,0.02,0.06,0.8002,4.68,204500.00,-40790.00,15,14,3,4,64290.00,-6685.00,13633.33,-2913.57,144,33,5.01
13,68,4,162825.00,12967.73,47.50,4070.63,40,-24460.00,24.48,0.6949,0.53,0.8400,768.05,5,-16350.00,0.79,0.02,0.05,0.8309,4.66,213435.00,-50610.00,19,21,3,5,64665.00,-8610.00,11233.42,-2410.00,82,28,4.22
14,70,4.8,162725.00,12959.77,46.67,5424.17,30,-29760.00,22.41,0.6382,0.44,0.8574,513.97,5,-17434.00,0.74,0.02,0.06,0.7957,5.48,205635.00,-42910.00,14,16,2,3,64665.00,-6585.00,14688.21,-2681.88,139,29,4.79
15,68,4.6,162420.00,12935.48,45.45,4921.82,33,-29760.00,23.25,0.6564,0.43,0.8698,525.70,5,-18970.00,0.68,0.02,0.06,0.7722,5.55,207225.00,-44805.00,15,18,3,6,64665.00,-6710.00,13815.00,-2489.17,129,27,4.63
16,63,4.3,162140.00,12913.18,47.22,4503.89,36,-24460.00,22.08,0.6703,0.53,0.8645,778.76,5,-18316.00,0.71,0.02,0.05,0.7793,4.72,212430.00,-50290.00,17,19,3,5,64665.00,-8035.00,12495.88,-2646.84,111,26,4.22
17,69,4.8,162090.00,12909.20,45.16,5228.71,31,-29760.00,22.53,0.6342,0.43,0.8568,513.43,5,-17554.00,0.74,0.02,0.06,0.7884,5.73,205635.00,-43545.00,14,17,2,3,64665.00,-6585.00,14688.21,-2561.47,139,31,4.72
18,66,4.3,161635.00,12872.96,52.94,4753.97,34,-24460.00,20.70,0.6832,0.53,0.8671,774.19,5,-17316.00,0.74,0.02,0.05,0.7946,3.74,212045.00,-50410.00,18,16,3,3,64665.00,-8035.00,11780.28,-3150.63,106,27,4.21
19,69,4.3,161510.00,12863.00,47.06,4750.29,34,-24460.00,22.10,0.6558,0.53,0.8546,762.79,5,-17945.00,0.72,0.02,0.05,0.7978,4.93,209290.00,-47780.00,16,18,2,4,64665.00,-6585.00,13080.63,-2654.44,110,27,4.38
20,64,4.3,159240.00,12682.22,47.22,4423.33,36,-24460.00,21.06,0.6607,0.52,0.8615,762.08,5,-18456.00,0.69,0.02,0.05,0.7636,4.59,210555.00,-51315.00,17,19,3,5,64665.00,-8035.00,12385.59,-2700.79,110,26,4.10
21,65,4.3,158065.00,12588.64,47.22,4390.69,36,-24460.00,20.28,0.6590,0.51,0.8592,754.43,5,-18500.00,0.68,0.02,0.05,0.7577,4.48,210555.00,-52490.00,17,19,3,5,64665.00,-8035.00,12385.59,-2762.63,110,26,4.01
22,66,4.4,157660.00,12556.38,50.00,4637.06,34,-24460.00,18.72,0.6659,0.51,0.8657,753.81,5,-18342.00,0.68,0.02,0.05,0.7660,3.95,211130.00,-53470.00,17,17,3,4,64665.00,-8035.00,12419.41,-3145.29,114,29,3.95
23,63,4.4,157615.00,12552.80,44.44,4378.19,36,-24460.00,19.37,0.6505,0.51,0.8614,754.24,5,-19071.00,0.66,0.02,0.05,0.7482,4.91,211515.00,-53900.00,16,20,3,7,64665.00,-8035.00,13219.69,-2695.00,120,28,3.92
24,69,4.1,157455.00,12540.06,54.05,4255.54,37,-24460.00,22.05,0.6659,0.51,0.8565,751.61,5,-16900.00,0.74,0.02,0.05,0.8096,3.54,207300.00,-49845.00,20,17,3,3,64665.00,-8610.00,10365.00,-2932.06,88,23,4.16
25,69,4.4,157360.00,12532.49,44.12,4628.24,34,-24460.00,19.53,0.6381,0.51,0.8560,744.33,5,-18700.00,0.67,0.02,0.05,0.7679,5.17,208375.00,-51015.00,15,19,2,6,64665.00,-6585.00,13891.67,-2685.00,120,29,4.08
26,70,5,157200.00,12519.75,43.33,5240.00,30,-29760.00,17.64,0.6134,0.42,0.8452,489.39,5,-18356.00,0.68,0.02,0.06,0.7649,5.43,207045.00,-49845.00,13,17,2,4,64665.00,-6585.00,15926.54,-2932.06,147,31,4.15
27,70,5.1,156725.00,12481.92,43.33,5224.17,30,-29760.00,17.63,0.6124,0.42,0.8445,487.53,5,-18471.00,0.68,0.02,0.06,0.7632,5.43,206445.00,-49720.00,13,17,2,4,64290.00,-6585.00,15880.38,-2924.71,147,31,4.15
28,70,4.3,156545.00,12467.58,42.42,4743.79,33,-24460.00,19.26,0.6429,0.51,0.8528,735.45,5,-18835.00,0.66,0.02,0.05,0.7764,5.63,206260.00,-49715.00,14,19,2,4,64665.00,-6585.00,14732.86,-2616.58,110,33,4.15
29,68,5.1,155525.00,12386.35,50.00,5184.17,30,-29760.00,19.87,0.6553,0.42,0.8545,489.38,5,-17496.00,0.71,0.02,0.06,0.7631,4.42,200950.00,-45425.00,15,15,3,4,64290.00,-6685.00,13396.67,-3028.33,139,32,4.42
30,66,5.1,155400.00,12376.39,50.00,5180.00,30,-29760.00,19.85,0.6550,0.42,0.8543,488.90,5,-17521.00,0.71,0.02,0.06,0.7621,4.42,200825.00,-45425.00,15,15,3,4,64290.00,-6685.00,13388.33,-3028.33,139,32,4.42
31,67,5.1,155400.00,12376.39,50.00,5180.00,30,-29760.00,19.85,0.6550,0.42,0.8543,488.90,5,-17521.00,0.71,0.02,0.06,0.7621,4.42,200825.00,-45425.00,15,15,3,4,64290.00,-6685.00,13388.33,-3028.33,139,32,4.42
