#,P:nPeriodBreak,P:nATRExit,净利润,多头收益率%,空头收益率%,年化收益,最大使用资金,年化收益率%,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,多头总盈利,空头总盈利,总亏损,多头总亏损,空头总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1*,2,0.4,53580.00,82.60,378.90,5576.48,11610.00,48.03,42.81,87.55,612,-24140.00,3.20,0.2414,0.23,0.7329,6.67,5,-14734.00,0.38,0.05,0.24,0.5784,1.58,343900.00,151030.00,192870.00,-290320.00,-141440.00,-148880.00,262,350,9,8,7450.00,-4270.00,1312.60,-829.49,5,2,1.18
2,46,4.5,50800.00,112.32,325.24,5287.14,11610.00,45.54,50.00,1953.85,26,-18270.00,13.12,0.3311,0.29,0.7531,28.80,5,-13626.00,0.39,0.04,0.18,0.4027,2.36,88190.00,30950.00,57240.00,-37390.00,-17910.00,-19480.00,13,13,7,3,23310.00,-6350.00,6783.85,-2876.15,109,37,2.36
3,41,3.9,50490.00,74.94,359.95,5254.88,11610.00,45.26,51.52,1530.00,33,-20080.00,13.63,0.4175,0.26,0.9288,30.11,5,-12330.00,0.43,0.04,0.20,0.5192,2.26,86390.00,33550.00,52840.00,-35900.00,-24850.00,-11050.00,17,16,5,4,23310.00,-6310.00,5081.76,-2243.75,82,30,2.41
4,45,4.5,49380.00,112.32,313.01,5139.35,11610.00,44.27,50.00,1899.23,26,-20360.00,12.60,0.3277,0.25,0.7506,28.45,5,-14044.00,0.37,0.04,0.20,0.3872,2.32,86770.00,30950.00,55820.00,-37390.00,-17910.00,-19480.00,13,13,7,3,23310.00,-6350.00,6674.62,-2876.15,114,37,2.32
5,47,4.5,49020.00,110.59,311.63,5101.88,11610.00,43.94,50.00,1885.38,26,-19850.00,12.21,0.3260,0.26,0.7478,27.79,5,-13942.00,0.37,0.04,0.20,0.3848,2.25,88190.00,30950.00,57240.00,-39170.00,-18110.00,-21060.00,13,13,7,3,23310.00,-6350.00,6783.85,-3013.08,109,36,2.25
6,41,4.5,48830.00,63.82,356.76,5082.11,11610.00,43.77,48.15,1808.52,27,-27330.00,11.43,0.3712,0.19,0.8052,26.12,5,-14886.00,0.34,0.04,0.27,0.4038,2.35,90010.00,31850.00,58160.00,-41180.00,-24440.00,-16740.00,13,14,7,4,23310.00,-7330.00,6923.85,-2941.43,114,36,2.19
7,46,3.9,48650.00,115.93,303.10,5063.37,11610.00,43.61,54.84,1569.35,31,-15940.00,14.11,0.3575,0.32,0.9043,32.34,5,-11808.00,0.43,0.04,0.16,0.4785,2.01,82490.00,32650.00,49840.00,-33840.00,-19190.00,-14650.00,17,14,5,3,23310.00,-4390.00,4852.35,-2417.14,78,33,2.44
8,46,4.6,48240.00,104.57,310.94,5020.70,11610.00,43.24,46.15,1855.38,26,-18270.00,11.17,0.3119,0.27,0.7047,25.83,5,-13354.00,0.38,0.04,0.18,0.3656,2.65,86200.00,30050.00,56150.00,-37960.00,-17910.00,-20050.00,12,14,7,3,23310.00,-6350.00,7183.33,-2711.43,114,38,2.27
9,2,5.9,47790.00,57.80,353.83,4973.87,11610.00,42.84,47.37,2515.26,19,-22450.00,12.45,0.2691,0.22,0.5904,29.06,5,-16114.00,0.31,0.04,0.22,0.3320,2.88,77890.00,22730.00,55160.00,-30100.00,-16020.00,-14080.00,9,10,3,3,30590.00,-7350.00,8654.44,-3010.00,169,74,2.59
10,45,3.9,47230.00,115.93,290.87,4915.58,11610.00,42.34,54.84,1523.55,31,-15940.00,13.53,0.3542,0.31,0.9019,31.95,5,-11842.00,0.42,0.04,0.16,0.4618,1.97,81070.00,32650.00,48420.00,-33840.00,-19190.00,-14650.00,17,14,5,3,23310.00,-4390.00,4768.82,-2417.14,82,33,2.40
11,46,4.4,46980.00,101.72,302.93,4889.56,11610.00,42.12,53.57,1677.86,28,-18270.00,12.10,0.2635,0.27,0.6087,28.74,5,-13650.00,0.36,0.04,0.18,0.3453,1.87,87570.00,32970.00,54600.00,-40590.00,-21160.00,-19430.00,15,13,7,3,23310.00,-6350.00,5838.00,-3122.31,96,34,2.16
12,47,3.9,46870.00,114.21,289.49,4878.12,11610.00,42.02,54.84,1511.94,31,-16990.00,13.09,0.3524,0.29,0.9004,31.16,5,-12188.00,0.40,0.04,0.17,0.4604,1.91,82490.00,32650.00,49840.00,-35620.00,-19390.00,-16230.00,17,14,5,3,23310.00,-4910.00,4852.35,-2544.29,78,32,2.32
13,45,4.6,46820.00,104.57,298.71,4872.91,11610.00,41.97,46.15,1800.77,26,-20360.00,10.70,0.3085,0.24,0.7017,25.49,5,-13772.00,0.35,0.04,0.20,0.3504,2.61,84780.00,30050.00,54730.00,-37960.00,-17910.00,-20050.00,12,14,7,3,23310.00,-6350.00,7065.00,-2711.43,119,38,2.23
14,47,4.6,46460.00,102.84,297.33,4835.44,11610.00,41.65,46.15,1786.92,26,-19850.00,10.36,0.3068,0.24,0.6986,24.88,5,-13734.00,0.35,0.04,0.20,0.3477,2.53,86200.00,30050.00,56150.00,-39740.00,-18110.00,-21630.00,12,14,7,3,23310.00,-6350.00,7183.33,-2838.57,114,38,2.17
15,5,5.9,46390.00,57.80,341.77,4828.16,11610.00,41.59,47.37,2441.58,19,-22450.00,11.73,0.2679,0.22,0.5891,28.21,5,-16114.00,0.30,0.04,0.22,0.3197,2.75,77890.00,22730.00,55160.00,-31500.00,-16020.00,-15480.00,9,10,3,3,30590.00,-7350.00,8654.44,-3150.00,169,74,2.47
16,6,5.9,46390.00,57.80,341.77,4828.16,11610.00,41.59,47.37,2441.58,19,-22450.00,11.73,0.2679,0.22,0.5891,28.21,5,-16114.00,0.30,0.04,0.22,0.3197,2.75,77890.00,22730.00,55160.00,-31500.00,-16020.00,-15480.00,9,10,3,3,30590.00,-7350.00,8654.44,-3150.00,169,74,2.47
17,3,5.9,46190.00,57.80,340.05,4807.34,11610.00,41.41,47.37,2431.05,19,-22450.00,11.63,0.2677,0.21,0.5889,28.09,5,-16114.00,0.30,0.04,0.22,0.3177,2.73,77890.00,22730.00,55160.00,-31700.00,-16020.00,-15680.00,9,10,3,3,30590.00,-7350.00,8654.44,-3170.00,169,74,2.46
18,4,5.9,46190.00,57.80,340.05,4807.34,11610.00,41.41,47.37,2431.05,19,-22450.00,11.63,0.2677,0.21,0.5889,28.09,5,-16114.00,0.30,0.04,0.22,0.3177,2.73,77890.00,22730.00,55160.00,-31700.00,-16020.00,-15680.00,9,10,3,3,30590.00,-7350.00,8654.44,-3170.00,169,74,2.46
19,2,2.5,46120.00,50.56,346.68,4800.06,11610.00,41.34,45.56,512.44,90,-26180.00,5.87,0.3561,0.18,0.7732,14.20,5,-15390.00,0.31,0.04,0.26,0.4038,1.74,148010.00,58300.00,89710.00,-101890.00,-52430.00,-49460.00,41,49,4,4,13890.00,-5310.00,3610.00,-2079.39,38,13,1.45
20,2,2.4,45960.00,49.87,345.99,4783.40,11610.00,41.20,46.81,488.94,94,-27700.00,5.87,0.3511,0.17,0.8291,14.25,5,-15936.00,0.30,0.04,0.28,0.4254,1.63,150920.00,60010.00,90910.00,-104960.00,-54220.00,-50740.00,44,50,4,4,13890.00,-5430.00,3430.00,-2099.20,36,13,1.44
21,48,4.5,45720.00,106.12,287.68,4758.43,11610.00,40.99,50.00,1758.46,26,-21230.00,10.86,0.3125,0.22,0.7302,26.50,5,-14198.00,0.34,0.04,0.21,0.3514,2.13,86270.00,30430.00,55840.00,-40550.00,-18110.00,-22440.00,13,13,7,3,23310.00,-7270.00,6636.15,-3119.23,109,36,2.13
22,45,4.4,45560.00,101.72,290.70,4741.77,11610.00,40.84,53.57,1627.14,28,-18440.00,11.57,0.2601,0.26,0.6056,28.33,5,-13684.00,0.35,0.04,0.18,0.3302,1.84,86150.00,32970.00,53180.00,-40590.00,-21160.00,-19430.00,15,13,7,3,23310.00,-6350.00,5743.33,-3122.31,100,34,2.12
23,42,3.9,45490.00,68.04,323.77,4734.49,11610.00,40.78,51.52,1378.48,33,-20080.00,11.36,0.3717,0.24,0.9059,27.85,5,-12882.00,0.37,0.04,0.20,0.4507,2.05,84150.00,33550.00,50600.00,-38660.00,-25650.00,-13010.00,17,16,5,4,23310.00,-6310.00,4950.00,-2416.25,82,30,2.18
24,46,5.1,45450.00,86.22,305.25,4730.33,11610.00,40.74,47.83,1976.09,23,-20490.00,10.58,0.3037,0.23,0.7715,25.96,5,-14550.00,0.33,0.04,0.20,0.3905,2.39,83730.00,28310.00,55420.00,-38280.00,-18300.00,-19980.00,11,12,5,3,23310.00,-6610.00,7611.82,-3190.00,130,48,2.19
25,47,4.4,45200.00,100.00,289.32,4704.31,11610.00,40.52,53.57,1614.29,28,-19850.00,11.20,0.2584,0.24,0.6005,27.65,5,-14030.00,0.34,0.04,0.20,0.3273,1.79,87570.00,32970.00,54600.00,-42370.00,-21360.00,-21010.00,15,13,7,3,23310.00,-6350.00,5838.00,-3259.23,96,34,2.07
26,41,4.4,45010.00,53.23,334.45,4684.53,11610.00,40.35,51.72,1552.07,29,-25420.00,10.51,0.3036,0.18,0.6972,26.04,5,-14408.00,0.33,0.04,0.25,0.3475,1.88,89390.00,33870.00,55520.00,-44380.00,-27690.00,-16690.00,15,14,7,4,23310.00,-7330.00,5959.33,-3170.00,101,34,2.01
27,41,4.6,44950.00,44.70,342.46,4678.29,11610.00,40.30,44.44,1664.81,27,-28650.00,9.15,0.3494,0.16,0.7635,22.70,5,-15346.00,0.30,0.04,0.29,0.3548,2.55,88020.00,30950.00,57070.00,-43070.00,-25760.00,-17310.00,12,15,7,4,23310.00,-8650.00,7335.00,-2871.33,120,38,2.04
28,43,3.9,44740.00,61.58,323.77,4656.43,11610.00,40.11,53.13,1398.13,32,-20080.00,11.45,0.3675,0.23,0.9059,28.55,5,-12882.00,0.36,0.04,0.20,0.4442,1.91,83250.00,32650.00,50600.00,-38510.00,-25500.00,-13010.00,17,15,5,4,23310.00,-6310.00,4897.06,-2567.33,82,32,2.16
29,5,2.5,44720.00,50.56,334.63,4654.35,11610.00,40.09,45.56,496.89,90,-26180.00,5.52,0.3550,0.18,0.7723,13.76,5,-15390.00,0.30,0.04,0.26,0.3918,1.71,148010.00,58300.00,89710.00,-103290.00,-52430.00,-50860.00,41,49,4,4,13890.00,-5310.00,3610.00,-2107.96,38,13,1.43
30,5,2.4,44560.00,49.87,333.94,4637.70,11610.00,39.95,46.81,474.04,94,-27700.00,5.52,0.3500,0.17,0.8283,13.82,5,-15936.00,0.29,0.04,0.28,0.4134,1.61,150920.00,60010.00,90910.00,-106360.00,-54220.00,-52140.00,44,50,4,4,13890.00,-5430.00,3430.00,-2127.20,36,13,1.42
31,3,2.5,44520.00,50.56,332.90,4633.53,11610.00,39.91,45.56,494.67,90,-26180.00,5.47,0.3548,0.18,0.7722,13.70,5,-15390.00,0.30,0.04,0.26,0.3898,1.71,148010.00,58300.00,89710.00,-103490.00,-52430.00,-51060.00,41,49,4,4,13890.00,-5310.00,3610.00,-2112.04,38,13,1.43
32,4,2.5,44520.00,50.56,332.90,4633.53,11610.00,39.91,45.56,494.67,90,-26180.00,5.47,0.3548,0.18,0.7722,13.70,5,-15390.00,0.30,0.04,0.26,0.3898,1.71,148010.00,58300.00,89710.00,-103490.00,-52430.00,-51060.00,41,49,4,4,13890.00,-5310.00,3610.00,-2112.04,38,13,1.43
33,7,5.9,44410.00,57.80,324.72,4622.08,11610.00,39.81,47.37,2337.37,19,-22450.00,10.75,0.2661,0.21,0.5868,27.01,5,-16114.00,0.29,0.04,0.22,0.3011,2.58,77890.00,22730.00,55160.00,-33480.00,-16020.00,-17460.00,9,10,3,3,30590.00,-7350.00,8654.44,-3348.00,169,73,2.33
34,8,5.9,44410.00,57.80,324.72,4622.08,11610.00,39.81,47.37,2337.37,19,-22450.00,10.75,0.2661,0.21,0.5868,27.01,5,-16114.00,0.29,0.04,0.22,0.3011,2.58,77890.00,22730.00,55160.00,-33480.00,-16020.00,-17460.00,9,10,3,3,30590.00,-7350.00,8654.44,-3348.00,169,73,2.33
35,9,5.9,44410.00,57.80,324.72,4622.08,11610.00,39.81,47.37,2337.37,19,-22450.00,10.75,0.2661,0.21,0.5868,27.01,5,-16114.00,0.29,0.04,0.22,0.3011,2.58,77890.00,22730.00,55160.00,-33480.00,-16020.00,-17460.00,9,10,3,3,30590.00,-7350.00,8654.44,-3348.00,169,73,2.33
36,10,5.9,44410.00,57.80,324.72,4622.08,11610.00,39.81,47.37,2337.37,19,-22450.00,10.75,0.2661,0.21,0.5868,27.01,5,-16114.00,0.29,0.04,0.22,0.3011,2.58,77890.00,22730.00,55160.00,-33480.00,-16020.00,-17460.00,9,10,3,3,30590.00,-7350.00,8654.44,-3348.00,169,73,2.33
37,11,5.9,44410.00,57.80,324.72,4622.08,11610.00,39.81,47.37,2337.37,19,-22450.00,10.75,0.2661,0.21,0.5868,27.01,5,-16114.00,0.29,0.04,0.22,0.3011,2.58,77890.00,22730.00,55160.00,-33480.00,-16020.00,-17460.00,9,10,3,3,30590.00,-7350.00,8654.44,-3348.00,169,73,2.33
38,2,5.7,44370.00,43.07,339.10,4617.92,11610.00,39.78,47.62,2112.86,21,-24880.00,10.04,0.3036,0.19,0.7438,25.24,5,-16000.00,0.29,0.04,0.25,0.3437,2.34,83700.00,26760.00,56940.00,-39330.00,-21760.00,-17570.00,10,11,4,3,30590.00,-8090.00,8370.00,-3575.45,157,62,2.13
39,3,2.4,44360.00,49.87,332.21,4616.88,11610.00,39.77,46.81,471.91,94,-27700.00,5.47,0.3498,0.17,0.8282,13.76,5,-15936.00,0.29,0.04,0.28,0.4114,1.61,150920.00,60010.00,90910.00,-106560.00,-54220.00,-52340.00,44,50,4,4,13890.00,-5430.00,3430.00,-2131.20,36,13,1.42
40,4,2.4,44360.00,49.87,332.21,4616.88,11610.00,39.77,46.81,471.91,94,-27700.00,5.47,0.3498,0.17,0.8282,13.76,5,-15936.00,0.29,0.04,0.28,0.4114,1.61,150920.00,60010.00,90910.00,-106560.00,-54220.00,-52340.00,44,50,4,4,13890.00,-5430.00,3430.00,-2131.20,36,13,1.42
41,40,4.5,44080.00,3.96,375.71,4587.74,11610.00,39.52,46.43,1574.29,28,-26010.00,8.98,0.3384,0.18,0.8105,22.74,5,-14852.00,0.31,0.04,0.26,0.3695,2.26,90010.00,31850.00,58160.00,-45930.00,-31390.00,-14540.00,13,15,6,4,23310.00,-7330.00,6923.85,-3062.00,114,38,1.96
42,37,4.5,44040.00,12.92,366.41,4583.58,11610.00,39.48,46.43,1572.86,28,-25190.00,8.94,0.3291,0.18,0.7838,22.65,5,-14900.00,0.31,0.04,0.25,0.3550,2.25,90270.00,31850.00,58420.00,-46230.00,-30350.00,-15880.00,13,15,6,4,23310.00,-6770.00,6943.85,-3082.00,115,38,1.95
43,45,5.1,44030.00,86.22,293.02,4582.53,11610.00,39.47,43.48,1914.35,23,-22580.00,9.17,0.3003,0.20,0.7674,23.23,5,-14968.00,0.31,0.04,0.23,0.3752,2.79,82400.00,28310.00,54090.00,-38370.00,-18300.00,-20070.00,10,13,3,3,23310.00,-6610.00,8240.00,-2951.54,137,53,2.15
44,12,5.9,43910.00,57.80,320.41,4570.05,11610.00,39.36,47.37,2311.05,19,-22450.00,10.51,0.2656,0.20,0.5861,26.70,5,-16114.00,0.28,0.04,0.22,0.2962,2.55,77890.00,22730.00,55160.00,-33980.00,-16020.00,-17960.00,9,10,3,3,30590.00,-7350.00,8654.44,-3398.00,169,73,2.29
45,42,4.5,43830.00,56.93,320.59,4561.72,11610.00,39.29,48.15,1623.33,27,-27330.00,9.43,0.3247,0.17,0.7377,23.99,5,-15438.00,0.30,0.04,0.27,0.3360,2.15,87970.00,31850.00,56120.00,-44140.00,-25240.00,-18900.00,13,14,7,4,23310.00,-7330.00,6766.92,-3152.86,114,35,1.99
46,49,4.5,43720.00,97.85,278.73,4550.27,11610.00,39.19,50.00,1681.54,26,-21230.00,9.93,0.2972,0.21,0.7013,25.34,5,-14406.00,0.32,0.04,0.21,0.3251,2.03,86270.00,30430.00,55840.00,-42550.00,-19070.00,-23480.00,13,13,7,3,23310.00,-7270.00,6636.15,-3273.08,109,35,2.03
47,46,4,43630.00,88.20,287.60,4540.90,11610.00,39.11,54.84,1407.42,31,-16720.00,11.50,0.3059,0.27,0.8425,29.40,5,-12012.00,0.38,0.04,0.17,0.3994,1.78,81390.00,31870.00,49520.00,-37760.00,-21630.00,-16130.00,17,14,5,3,23310.00,-4390.00,4787.65,-2697.14,78,33,2.16
48,48,3.9,43570.00,109.73,265.55,4534.66,11610.00,39.06,51.61,1405.48,31,-18370.00,10.88,0.3379,0.25,0.8897,27.87,5,-12744.00,0.36,0.04,0.18,0.4247,2.04,80700.00,32130.00,48570.00,-37130.00,-19390.00,-17740.00,16,15,4,3,23310.00,-6290.00,5043.75,-2475.33,79,35,2.17
49,47,5.1,43550.00,83.46,291.65,4532.58,11610.00,39.04,47.83,1893.48,23,-22070.00,9.71,0.2981,0.21,0.7632,24.88,5,-14866.00,0.30,0.04,0.22,0.3710,2.27,83730.00,28310.00,55420.00,-40180.00,-18620.00,-21560.00,11,12,5,3,23310.00,-6610.00,7611.82,-3348.33,130,48,2.08
50,50,4.5,43340.00,94.57,278.73,4510.72,11610.00,38.85,50.00,1666.92,26,-21230.00,9.76,0.2935,0.21,0.6956,25.12,5,-14482.00,0.31,0.04,0.21,0.3208,2.01,86250.00,30410.00,55840.00,-42910.00,-19430.00,-23480.00,13,13,7,3,23310.00,-7270.00,6634.62,-3300.77,109,34,2.01
51,38,4.5,43300.00,8.79,364.17,4506.56,11610.00,38.82,46.43,1546.43,28,-25450.00,8.67,0.3255,0.18,0.7823,22.33,5,-15048.00,0.30,0.04,0.25,0.3495,2.22,90010.00,31850.00,58160.00,-46710.00,-30830.00,-15880.00,13,15,6,4,23310.00,-6770.00,6923.85,-3114.00,114,38,1.93
52,46,4.7,43200.00,89.92,282.17,4496.15,11610.00,38.73,42.31,1661.54,26,-18270.00,8.52,0.2809,0.25,0.6441,22.01,5,-13690.00,0.33,0.04,0.18,0.3031,2.84,83030.00,30050.00,52980.00,-39830.00,-19610.00,-20220.00,11,15,5,3,23310.00,-6350.00,7548.18,-2655.33,121,38,2.08
53,44,3.9,43160.00,61.58,310.16,4491.99,11610.00,38.69,53.13,1348.75,32,-21540.00,10.67,0.3646,0.21,0.9021,27.58,5,-13174.00,0.34,0.04,0.22,0.4286,1.84,83130.00,32650.00,50480.00,-39970.00,-25500.00,-14470.00,17,15,5,4,23310.00,-6310.00,4890.00,-2664.67,82,31,2.08
54,48,4.6,43160.00,98.36,273.39,4491.99,11610.00,38.69,46.15,1660.00,26,-21230.00,9.14,0.2932,0.21,0.6782,23.64,5,-14394.00,0.31,0.04,0.21,0.3143,2.39,84280.00,29530.00,54750.00,-41120.00,-18110.00,-23010.00,12,14,7,3,23310.00,-7270.00,7023.33,-2937.14,114,37,2.05
55,2,5.8,43050.00,37.38,333.42,4480.54,11610.00,38.59,47.62,2050.00,21,-24880.00,9.54,0.3027,0.18,0.7409,24.72,5,-16332.00,0.27,0.04,0.25,0.3315,2.29,82940.00,26160.00,56780.00,-39890.00,-21820.00,-18070.00,10,11,4,3,30590.00,-8090.00,8294.00,-3626.36,157,62,2.08
56,40,3.9,42990.00,-17.40,387.68,4474.29,11610.00,38.54,48.57,1228.29,35,-18760.00,9.21,0.3754,0.24,0.9187,23.89,5,-13440.00,0.33,0.04,0.19,0.4427,2.08,87410.00,33550.00,53860.00,-44420.00,-35570.00,-8850.00,17,18,4,4,23310.00,-6770.00,5141.76,-2467.78,83,28,1.97
57,5,5.7,42970.00,43.07,327.05,4472.21,11610.00,38.52,47.62,2046.19,21,-24880.00,9.42,0.3025,0.18,0.7416,24.45,5,-16000.00,0.28,0.04,0.25,0.3315,2.26,83700.00,26760.00,56940.00,-40730.00,-21760.00,-18970.00,10,11,4,3,30590.00,-8090.00,8370.00,-3702.73,157,62,2.05
58,6,5.7,42970.00,43.07,327.05,4472.21,11610.00,38.52,47.62,2046.19,21,-24880.00,9.42,0.3025,0.18,0.7416,24.45,5,-16000.00,0.28,0.04,0.25,0.3315,2.26,83700.00,26760.00,56940.00,-40730.00,-21760.00,-18970.00,10,11,4,3,30590.00,-8090.00,8370.00,-3702.73,157,62,2.05
59,41,4,42970.00,38.42,331.70,4472.21,11610.00,38.52,51.52,1302.12,33,-21100.00,10.17,0.3472,0.21,0.8746,26.41,5,-12910.00,0.35,0.04,0.21,0.4108,1.93,83810.00,32770.00,51040.00,-40840.00,-28310.00,-12530.00,17,16,5,4,23310.00,-7330.00,4930.00,-2552.50,83,31,2.05
