#,P:nPeriodBreak,P:nATRExit,净利润,多头收益率%,空头收益率%,年化收益,最大使用资金,年化收益率%,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,多头总盈利,空头总盈利,总亏损,多头总亏损,空头总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
1*,10,2.6,39590.00,813.93,364.69,4410.97,3359.00,131.32,53.91,344.26,115,-7520.00,33.60,0.9583,0.59,0.9229,25.58,5,-5030.00,0.88,0.01,0.08,0.7570,1.63,83430.00,41570.00,41860.00,-43840.00,-14230.00,-29610.00,62,53,6,4,4720.00,-2820.00,1345.65,-827.17,21,10,1.90
2,12,2.6,39510.00,766.30,409.94,4402.06,3359.00,131.05,58.04,352.77,112,-7590.00,37.09,1.1088,0.58,0.9483,28.30,5,-5002.00,0.88,0.01,0.08,0.8972,1.41,81020.00,42250.00,38770.00,-41510.00,-16510.00,-25000.00,65,47,6,4,5440.00,-2380.00,1246.46,-883.19,20,10,1.95
3,10,2.7,39080.00,807.09,356.36,4354.15,3359.00,129.63,53.91,339.83,115,-7520.00,32.83,0.9411,0.58,0.9140,25.32,5,-5120.00,0.85,0.01,0.08,0.7387,1.61,83200.00,41340.00,41860.00,-44120.00,-14230.00,-29890.00,62,53,6,4,4720.00,-2820.00,1341.94,-832.45,20,10,1.89
4,12,2.7,37630.00,730.57,389.70,4192.60,3359.00,124.82,57.27,342.09,110,-8470.00,33.86,1.0032,0.49,0.9391,27.13,5,-5146.00,0.81,0.01,0.08,0.8108,1.42,79450.00,43670.00,35780.00,-41820.00,-19130.00,-22690.00,63,47,6,4,5440.00,-2380.00,1261.11,-889.79,21,10,1.90
5,8,2.5,37540.00,851.44,266.15,4182.57,3359.00,124.52,45.97,302.74,124,-10010.00,25.27,1.2432,0.42,0.8533,20.29,5,-5540.00,0.75,0.01,0.10,1.0184,2.10,85040.00,51020.00,34020.00,-47500.00,-22420.00,-25080.00,57,67,5,7,6200.00,-2380.00,1491.93,-708.96,21,11,1.79
6,13,2.6,37340.00,758.56,353.08,4160.29,3359.00,123.85,58.04,333.39,112,-6420.00,34.42,0.9462,0.65,0.9526,27.79,5,-4772.00,0.87,0.01,0.06,0.7998,1.39,77970.00,42740.00,35230.00,-40630.00,-17260.00,-23370.00,65,47,6,3,5040.00,-2330.00,1199.54,-864.47,20,10,1.92
7,9,4.9,36240.00,899.08,179.82,4037.73,3359.00,120.21,51.58,381.47,95,-6250.00,29.60,1.3542,0.65,0.8480,24.63,5,-5146.00,0.78,0.01,0.06,0.7352,1.80,75900.00,43840.00,32060.00,-39660.00,-13640.00,-26020.00,49,46,8,6,5440.00,-2400.00,1548.98,-862.17,24,16,1.91
8,5,6.8,36180.00,900.27,176.84,4031.04,3359.00,120.01,56.99,389.03,93,-9330.00,32.88,1.2103,0.43,0.8936,27.40,5,-6174.00,0.65,0.01,0.09,0.7782,1.45,75260.00,53290.00,21970.00,-39080.00,-23050.00,-16030.00,53,40,7,5,5940.00,-2710.00,1420.00,-977.00,24,18,1.93
9,10,2.5,35810.00,732.06,334.03,3989.82,3359.00,118.78,49.17,298.42,120,-7320.00,24.90,0.9088,0.55,0.9125,20.96,5,-5596.00,0.71,0.01,0.07,0.7156,1.80,83990.00,42050.00,41940.00,-48180.00,-17460.00,-30720.00,59,61,6,7,4720.00,-2820.00,1423.56,-789.84,20,10,1.74
10,9,4.8,35760.00,896.40,168.20,3984.25,3359.00,118.61,51.58,376.42,95,-6250.00,28.90,1.3341,0.64,0.8484,24.37,5,-5146.00,0.77,0.01,0.06,0.7233,1.78,75700.00,43750.00,31950.00,-39940.00,-13640.00,-26300.00,49,46,8,6,5440.00,-2400.00,1544.90,-868.26,24,16,1.90
11,10,2.1,35160.00,685.03,361.71,3917.40,3359.00,116.62,47.66,274.69,128,-7340.00,23.89,0.9945,0.53,0.9291,20.48,5,-4956.00,0.79,0.01,0.07,0.8685,1.93,81800.00,44530.00,37270.00,-46640.00,-21520.00,-25120.00,61,67,6,7,5440.00,-2820.00,1340.98,-696.12,19,10,1.75
12,11,2.6,34040.00,641.56,371.84,3792.61,3359.00,112.91,54.87,301.24,113,-7590.00,26.79,0.9026,0.50,0.9384,23.73,5,-5088.00,0.75,0.01,0.08,0.7630,1.45,78720.00,40670.00,38050.00,-44680.00,-19120.00,-25560.00,62,51,6,8,5440.00,-2380.00,1269.68,-876.08,21,10,1.76
13,9,4.5,33530.00,852.34,145.88,3735.79,3359.00,111.22,51.55,345.67,97,-9020.00,26.12,1.4545,0.41,0.8047,23.49,5,-5652.00,0.66,0.01,0.09,0.8023,1.73,73590.00,44310.00,29280.00,-40060.00,-15680.00,-24380.00,50,47,8,8,5440.00,-2370.00,1471.80,-852.34,23,17,1.84
14,2,6.3,33500.00,867.52,129.80,3732.45,3359.00,111.12,55.68,380.68,88,-8710.00,28.16,0.9368,0.43,0.9061,25.34,5,-6408.00,0.58,0.02,0.09,0.6560,1.46,73600.00,44320.00,29280.00,-40100.00,-15180.00,-24920.00,49,39,6,6,4750.00,-3300.00,1502.04,-1028.21,26,21,1.84
15,11,2.7,33070.00,629.35,355.17,3684.54,3359.00,109.69,54.05,297.93,111,-8470.00,25.28,0.8521,0.44,0.9304,23.05,5,-5216.00,0.71,0.01,0.08,0.7123,1.48,77560.00,42470.00,35090.00,-44490.00,-21330.00,-23160.00,60,51,6,8,5440.00,-2380.00,1292.67,-872.35,21,10,1.74
16,2,6.4,32930.00,858.59,121.76,3668.94,3359.00,109.23,55.06,370.00,89,-8710.00,26.27,0.9183,0.42,0.8992,24.05,5,-6408.00,0.57,0.02,0.09,0.6438,1.45,75370.00,45880.00,29490.00,-42440.00,-17040.00,-25400.00,49,40,6,6,4750.00,-3300.00,1538.16,-1061.00,25,21,1.78
17,6,3.7,32890.00,749.63,229.53,3664.48,3359.00,109.09,50.45,296.31,111,-6640.00,24.09,0.8665,0.55,0.9180,22.08,5,-5592.00,0.66,0.01,0.07,0.5557,1.75,75150.00,45650.00,29500.00,-42260.00,-20470.00,-21790.00,56,55,6,5,6200.00,-2320.00,1341.96,-768.36,22,14,1.78
18,8,2.6,32660.00,787.44,184.88,3638.86,3359.00,108.33,48.39,263.39,124,-10010.00,20.24,0.7568,0.36,0.8651,18.69,5,-5766.00,0.63,0.01,0.10,0.6765,1.74,82520.00,51660.00,30860.00,-49860.00,-25210.00,-24650.00,60,63,5,6,6200.00,-2380.00,1375.33,-791.43,21,10,1.66
19,8,4.8,32320.00,789.52,172.67,3600.98,3359.00,107.20,51.00,323.20,100,-7840.00,23.58,1.3440,0.46,0.8673,22.00,5,-5882.00,0.61,0.01,0.08,0.6538,1.69,74940.00,48870.00,26070.00,-42620.00,-22350.00,-20270.00,51,49,7,5,6200.00,-2540.00,1469.41,-869.80,23,16,1.76
20,10,2,31970.00,670.14,281.63,3561.98,3359.00,106.04,46.97,242.20,132,-7340.00,19.91,0.8816,0.49,0.9082,18.77,5,-5058.00,0.70,0.01,0.07,0.8116,1.88,79990.00,42520.00,37470.00,-48020.00,-20010.00,-28010.00,62,70,6,7,5440.00,-2820.00,1290.16,-686.00,19,9,1.67
21,9,4.6,31810.00,800.24,146.77,3544.15,3359.00,105.51,49.49,321.31,99,-9020.00,22.52,1.3591,0.39,0.8076,21.34,5,-5592.00,0.63,0.01,0.09,0.7369,1.79,73780.00,43510.00,30270.00,-41970.00,-16630.00,-25340.00,49,50,8,8,5440.00,-2370.00,1505.71,-839.40,23,16,1.76
22,9,3.2,31770.00,800.83,144.98,3539.70,3359.00,105.38,52.68,283.66,112,-7260.00,24.10,0.9184,0.49,0.8500,22.87,5,-5688.00,0.62,0.01,0.07,0.7875,1.59,73190.00,44850.00,28340.00,-41420.00,-17950.00,-23470.00,59,53,5,4,5040.00,-1910.00,1240.51,-781.51,21,12,1.77
23,8,5,31690.00,809.47,133.97,3530.78,3359.00,105.11,50.52,326.70,97,-7840.00,22.33,1.3536,0.45,0.8693,21.24,5,-6560.00,0.54,0.01,0.08,0.6530,1.69,75360.00,48160.00,27200.00,-43670.00,-20970.00,-22700.00,49,48,7,5,6200.00,-2540.00,1537.96,-909.79,24,16,1.73
24,9,5.6,31480.00,813.93,123.25,3507.39,3359.00,104.42,48.31,353.71,89,-7430.00,21.48,1.2973,0.47,0.7905,20.57,5,-6526.00,0.54,0.01,0.07,0.6358,1.86,71820.00,45830.00,25990.00,-40340.00,-18490.00,-21850.00,43,45,8,6,5440.00,-2610.00,1670.23,-896.44,27,17,1.78
25,12,2.4,31140.00,577.55,349.51,3469.51,3359.00,103.29,54.62,261.68,119,-7390.00,22.27,1.0483,0.47,0.9138,21.56,5,-5664.00,0.61,0.01,0.07,0.8170,1.37,78890.00,39970.00,38920.00,-47750.00,-20570.00,-27180.00,65,54,6,6,5440.00,-2380.00,1213.69,-884.26,19,9,1.65
26,8,5.2,31000.00,786.25,136.65,3453.91,3359.00,102.83,52.17,336.96,92,-11790.00,23.39,1.2600,0.29,0.7922,22.75,5,-6606.00,0.52,0.01,0.12,0.4780,1.63,71100.00,46510.00,24590.00,-40100.00,-20100.00,-20000.00,48,44,7,6,5440.00,-3080.00,1481.25,-911.36,26,17,1.77
27,10,2.4,30900.00,661.80,258.11,3442.77,3359.00,102.49,47.15,251.22,123,-7650.00,18.27,0.7698,0.45,0.8881,17.82,5,-5834.00,0.59,0.01,0.08,0.5992,1.80,81760.00,40160.00,41600.00,-50860.00,-17930.00,-32930.00,58,65,6,7,4720.00,-2820.00,1409.66,-782.46,20,10,1.61
