#,P:nPeriodBreak,P:nATRExit,净利润,多头收益率%,空头收益率%,年化收益,最大使用资金,年化收益率%,盈利比率,平均利润,交易手数,最大资产回撤,TB系数,增长系数,收益风险比,R平方值,头寸系数,资产回撤计数,平均资产回撤,调整收益风险比,单日最大资产回撤比率%,最大资产回撤比率%,夏普比率,盈亏比,总盈利,多头总盈利,空头总盈利,总亏损,多头总亏损,空头总亏损,盈利手数,亏损手数,连续盈利手数,连续亏损手数,最大盈利,最大亏损,平均盈利,平均亏损,平均盈利周期,平均亏损周期,盈利因子
5074,60,4.1,-23690.00,-140.40,-63.65,-2465.60,11610.00,-21.24,37.70,-388.36,61,-38240.00,0.00,-0.1247,-0.06,0.3304,0.00,5,-16444.00,-0.15,0.04,0.38,-0.4904,1.23,68070.00,31610.00,36460.00,-91760.00,-47910.00,-43850.00,23,38,6,8,10610.00,-8730.00,2959.57,-2414.74,22,15,0.74
5075,76,2.9,-23690.00,-77.43,-126.61,-2465.60,11610.00,-21.24,36.92,-364.46,65,-28760.00,0.00,-0.0971,-0.09,0.4130,0.00,3,-14693.33,-0.17,0.04,0.29,-0.4204,1.25,64640.00,36810.00,27830.00,-88330.00,-45800.00,-42530.00,24,41,4,5,6710.00,-6690.00,2693.33,-2154.39,21,12,0.73
5076,77,2.9,-23690.00,-77.43,-126.61,-2465.60,11610.00,-21.24,36.92,-364.46,65,-28760.00,0.00,-0.0971,-0.09,0.4130,0.00,3,-14693.33,-0.17,0.04,0.29,-0.4204,1.25,64640.00,36810.00,27830.00,-88330.00,-45800.00,-42530.00,24,41,4,5,6710.00,-6690.00,2693.33,-2154.39,21,12,0.73
5077,78,3.9,-23690.00,-93.11,-110.94,-2465.60,11610.00,-21.24,40.68,-401.53,59,-27310.00,0.00,-0.0856,-0.09,0.4754,0.00,2,-14725.00,-0.17,0.04,0.27,-0.4087,1.04,58220.00,32970.00,25250.00,-81910.00,-43780.00,-38130.00,24,35,4,7,6710.00,-8730.00,2425.83,-2340.29,20,14,0.71
5078,60,4,-23730.00,-129.72,-74.68,-2469.76,11610.00,-21.27,37.70,-389.02,61,-37000.00,0.00,-0.1143,-0.07,0.2931,0.00,5,-16452.00,-0.15,0.04,0.37,-0.4884,1.23,68070.00,31610.00,36460.00,-91800.00,-46670.00,-45130.00,23,38,6,8,10610.00,-8730.00,2959.57,-2415.79,22,15,0.74
5079,84,4.6,-23740.00,-108.01,-96.47,-2470.80,11610.00,-21.28,40.74,-439.63,54,-28560.00,0.00,-0.1103,-0.09,0.6299,0.00,4,-8185.00,-0.30,0.04,0.29,-0.4293,1.02,56020.00,28390.00,27630.00,-79760.00,-40930.00,-38830.00,22,32,4,7,6610.00,-8730.00,2546.36,-2492.50,21,16,0.70
5080,85,0.3,-23740.00,-125.41,-79.07,-2470.80,11610.00,-21.28,33.02,-223.96,106,-32250.00,0.00,-0.1109,-0.08,0.6225,0.00,5,-7170.00,-0.34,0.04,0.32,-0.4524,1.37,49350.00,23080.00,26270.00,-73090.00,-37640.00,-35450.00,35,71,5,12,4150.00,-4670.00,1410.00,-1029.44,9,4,0.68
5081,29,5.2,-23760.00,-312.49,107.84,-2472.88,11610.00,-21.30,46.15,-304.62,78,-35340.00,0.00,-0.1082,-0.07,0.2427,0.00,5,-12316.00,-0.20,0.04,0.35,-0.3568,0.94,98060.00,36070.00,61990.00,-121820.00,-72350.00,-49470.00,36,42,3,7,14850.00,-8730.00,2723.89,-2900.48,25,18,0.80
5082,5,6.7,-23770.00,-262.88,58.14,-2473.92,11610.00,-21.31,44.33,-245.05,97,-44910.00,0.00,-0.2104,-0.06,0.6990,0.00,5,-14514.00,-0.17,0.04,0.45,-0.3321,1.06,127190.00,42640.00,84550.00,-150960.00,-73160.00,-77800.00,43,54,4,9,10350.00,-11410.00,2957.91,-2795.56,24,21,0.84
5083,30,0.5,-23770.00,-239.71,34.97,-2473.92,11610.00,-21.31,32.45,-157.42,151,-37560.00,0.00,-0.1710,-0.07,0.3833,0.00,5,-15672.00,-0.16,0.04,0.38,-0.5238,1.63,86410.00,35310.00,51100.00,-110180.00,-63140.00,-47040.00,49,102,4,11,8050.00,-4070.00,1763.47,-1080.20,12,4,0.78
5084,61,0.9,-23780.00,-44.88,-159.95,-2474.96,11610.00,-21.32,31.37,-233.14,102,-31200.00,0.00,-0.1563,-0.08,0.7653,0.00,5,-8168.00,-0.30,0.04,0.31,-0.4638,1.55,58440.00,37850.00,20590.00,-82220.00,-43060.00,-39160.00,32,70,4,11,6810.00,-3570.00,1826.25,-1174.57,14,5,0.71
5085,65,0.4,-23790.00,-135.92,-68.99,-2476.01,11610.00,-21.33,32.48,-203.33,117,-33430.00,0.00,-0.0668,-0.07,0.2778,0.00,5,-8174.00,-0.30,0.04,0.33,-0.3900,1.45,54800.00,22400.00,32400.00,-78590.00,-38180.00,-40410.00,38,79,5,8,4150.00,-4670.00,1442.11,-994.81,10,4,0.70
5086,66,0.4,-23790.00,-135.92,-68.99,-2476.01,11610.00,-21.33,32.48,-203.33,117,-33430.00,0.00,-0.0668,-0.07,0.2778,0.00,5,-8174.00,-0.30,0.04,0.33,-0.3900,1.45,54800.00,22400.00,32400.00,-78590.00,-38180.00,-40410.00,38,79,5,8,4150.00,-4670.00,1442.11,-994.81,10,4,0.70
5087,52,3.7,-23820.00,-177.86,-27.30,-2479.13,11610.00,-21.35,42.65,-350.29,68,-39620.00,0.00,-0.1533,-0.06,0.7466,0.00,5,-12476.00,-0.20,0.04,0.40,-0.2803,1.03,77670.00,41540.00,36130.00,-101490.00,-62190.00,-39300.00,29,39,4,6,8050.00,-8730.00,2678.28,-2602.31,20,14,0.77
5088,76,5.8,-23830.00,-97.93,-107.32,-2480.17,11610.00,-21.36,38.60,-418.07,57,-45520.00,0.00,-0.1257,-0.05,0.2463,0.00,5,-17796.00,-0.14,0.04,0.45,-0.5927,1.17,66540.00,31940.00,34600.00,-90370.00,-43310.00,-47060.00,22,35,6,9,10610.00,-7430.00,3024.55,-2582.00,21,20,0.74
5089,77,5.8,-23830.00,-97.93,-107.32,-2480.17,11610.00,-21.36,38.60,-418.07,57,-45520.00,0.00,-0.1257,-0.05,0.2463,0.00,5,-17796.00,-0.14,0.04,0.45,-0.5927,1.17,66540.00,31940.00,34600.00,-90370.00,-43310.00,-47060.00,22,35,6,9,10610.00,-7430.00,3024.55,-2582.00,21,20,0.74
