2018/6/12,Y1809,开空,11
2018/6/12,M1809,开空,18
,,,
2018/6/15,IF1806,(换合约),NaN
2018/6/15,IF1807,(换合约),NaN
,,,
2018/6/19,TA1809,开空,36
2018/6/19,CU1808,平多,NaN
2018/6/19,ZN1808,平多,NaN
2018/6/19,ZN1808,开空,3
2018/6/19,MA1809,平多,NaN
2018/6/19,IF1807,开空,0
2018/6/19,M1809,平空,NaN
,,,
2018/6/20,AU1812,平多,NaN
,,,
2018/6/22,MA1809,开空,34
2018/6/22,RB1810,平多,NaN
,,,
2018/6/25,J1809,平多,NaN
,,,
2018/6/26,CU1808,开空,2
2018/6/26,RB1810,开空,15
2018/6/26,M1809,开多,13
,,,
2018/6/26,CU1808,开空,2
2018/6/26,RB1810,开空,15
2018/6/26,M1809,开多,13
,,,
2018/6/27,TA1809,平空,NaN
,,,
2018/6/28,MA1809,平空,NaN
,,,
2018/6/29,P1809,平空,NaN
2018/6/29,P1809,开多,9
,,,
2018/7/3,TA1809,开多,29
,,,
2018/7/4,C1809,(换合约),NaN
2018/7/4,C1811,(换合约),NaN
,,,
2018/7/4,MA1809,开多,31
,,,
2018/7/5,AU1812,开多,7
,,,
2018/7/9,AL1808,(换合约),NaN
2018/7/9,AL1809,(换合约),NaN
,,,
2018/7/9,CU1808,(换合约),NaN
2018/7/9,CU1809,(换合约),NaN
,,,
2018/7/9,RB1810,平空,NaN
,,,
2018/7/10,RB1810,开多,15
,,,
2018/7/11,P1809,平多,NaN
2018/7/11,P1809,开空,10
,,,
2018/7/12,ZN1808,(换合约),NaN
2018/7/12,ZN1809,(换合约),NaN
,,,
2018/7/15,RB1810,平多,NaN
2018/7/15,L1809,开多,14

2018/07/15,cf1809,(换合约),NaN
2018/07/15,cf1901,(换合约),NaN

2018/07/15,cf1809,(换合约),NaN
2018/07/15,cf1901,(换合约),NaN

2018/07/15,c1809,(换合约),NaN
2018/07/15,c1811,(换合约),NaN

2018/07/15,c1811,(换合约),NaN
2018/07/15,c1901,(换合约),NaN

2018/07/17,SR1809,平空,NaN

2018/07/17,SR1809,平空,NaN

2018/07/17,SR1809,平空,NaN

2018/07/20,IF1807,(换合约),NaN
2018/07/20,IF1808,(换合约),NaN

2018/07/27,J1809,开多,2
2018/07/27,Y1901,平空,NaN
2018/07/27,Y1901,开多,16

2018/09/20,IF1809,(换合约),NaN
2018/09/20,IF1810,(换合约),NaN

2018/10/16,AL1811,(换合约),NaN
2018/10/16,AL1812,(换合约),NaN

2018/10/18,CU1811,(换合约),NaN
2018/10/18,CU1812,(换合约),NaN

2018/10/19,IF1810,(换合约),NaN
2018/10/19,IF1811,(换合约),NaN
