2018/07/16 15:39:29,2495360.000000
2018/07/17 15:38:02,2471990.000000
2018/07/18 15:39:33,2462390.000000
2018/07/19 15:39:27,2471350.000000
2018/07/20 15:38:58,2498430.000000
2018/07/23 15:38:48,2489150.000000
2018/07/23 20:02:18,2488000.000000
2018/07/24 15:38:15,2506520.000000
2018/07/25 15:38:35,2484170.000000
2018/07/26 15:36:14,2478360.000000
2018/07/27 15:39:15,2493860.000000
2018/07/27 21:01:01,2501210.000000
2018/07/27 23:23:58,2507670.000000
2018/07/28 01:43:43,2507280.000000
2018/07/30 15:40:32,2548400.000000
2018/07/31 15:39:07,2526340.000000
2018/08/01 15:38:59,2534900.000000
2018/08/01 21:39:37,2539660.000000
2018/08/01 22:04:12,2547380.000000
2018/08/02 15:38:19,2595010.000000
2018/08/02 20:02:28,2564260.000000
