A1901,20180822,100
AL1810,20180822,0
CF1901,20180822,-1
L1901,20180822,1
MA1901,20180822,1
SR1901,20180822,-1
J1901,20180822,0
RB1901,20180822,1
ZN1810,20180822,1
P1901,20180822,-1
RU1901,20180822,-1
TA1901,20180822,1
V1901,20180822,1
Y1901,20180822,1
