Date,Open,High,Low,Close,Adjusted_close,Volume
2017-02-01,64.2500,64.9990,64.2500,64.9990,62.1740,2700.00
2017-02-02,64.9500,65.2500,64.9500,65.2500,62.4141,1881.00
2017-02-03,65.2500,65.2500,65.2500,65.2500,62.4141,37.00
2017-02-06,65.5000,65.5000,65.5000,65.5000,62.6533,150.00
2017-02-07,66.2500,67.0000,66.2500,67.0000,64.0881,361.00
2017-02-08,67.0000,67.0000,67.0000,67.0000,64.0881,38.00
2017-02-09,66.0000,66.0000,65.0000,65.5000,62.6533,600.00
2017-02-10,65.5000,65.5000,65.5000,65.5000,62.6533,13.00
2017-02-13,65.5000,65.5000,65.5000,65.5000,62.6533,23.00
2017-02-14,65.4000,65.4000,64.5000,64.5000,61.6967,2006.00
2017-02-15,64.7500,64.7500,64.5000,64.5000,61.6967,2050.00
2017-02-16,64.5000,64.5000,64.5000,64.5000,61.6967,173.00
2017-02-17,64.2600,64.2600,64.2600,64.2600,61.4672,281.00
2017-02-21,64.2500,64.2500,64.2500,64.2500,61.4576,900.00
2017-02-22,64.2500,64.2500,64.2500,64.2500,61.4576,100.00
2017-02-23,64.1000,64.1000,64.0000,64.0000,61.2185,1327.00
2017-02-24,64.0000,64.0000,64.0000,64.0000,61.2185,300.00
2017-02-27,64.5000,64.5000,64.5000,64.5000,61.6967,208.00
2017-02-28,64.0000,64.0000,64.0000,64.0000,61.2185,732.00
2017-03-01,65.0000,65.0000,65.0000,65.0000,62.1750,1234.00
2017-03-02,64.8500,64.8500,64.0000,64.0000,61.2185,2120.00
2017-03-03,64.7500,64.7500,64.7500,64.7500,61.9359,317.00
2017-03-06,64.5000,64.5000,64.5000,64.5000,61.6967,4400.00
2017-03-07,64.5000,64.5000,64.5000,64.5000,61.6967,6000.00
2017-03-08,65.0000,65.5000,64.5000,64.5000,62.1367,5489.00
2017-03-09,64.5000,64.5000,64.5000,64.5000,62.1367,5134.00
2017-03-10,64.5000,66.1000,64.5000,66.1000,63.6781,4819.00
2017-03-13,65.5000,65.5000,65.5000,65.5000,63.1001,295.00
2017-03-14,65.4990,65.5000,65.0000,65.2500,62.8593,4107.00
2017-03-15,65.5000,65.5000,65.5000,65.5000,63.1001,200.00
2017-03-16,65.5000,65.5000,65.5000,65.5000,63.1001,21.00
2017-03-17,65.0000,65.1200,64.8000,64.8010,62.4267,863.00
2017-03-20,64.8010,64.8010,64.8010,64.8010,62.4267,4.00
2017-03-21,64.8000,65.3990,64.8000,65.0000,62.6184,26191.00
2017-03-22,65.0000,65.0000,64.2500,65.0000,62.6184,1194.00
2017-03-23,64.2510,64.2510,64.2510,64.2510,61.8969,323.00
2017-03-24,64.2500,64.5800,64.2500,64.5800,62.2138,1255.00
2017-03-27,64.9000,65.0000,64.9000,65.0000,62.6184,319.00
2017-03-28,64.2500,65.0000,64.2500,65.0000,62.6184,19058.00
2017-03-29,65.0000,65.0000,65.0000,65.0000,62.6184,3620.00
2017-03-30,65.1000,65.1000,65.1000,65.1000,62.7148,5002.00
2017-03-31,65.0000,65.0000,65.0000,65.0000,62.6184,118.00
2017-04-03,64.9000,65.2500,64.9000,65.2500,62.8593,8440.00
2017-04-04,65.0000,65.2500,64.9000,64.9000,62.5221,2341.00
2017-04-05,64.9500,65.0000,64.9000,64.9000,62.5221,2550.00
2017-04-06,65.0000,65.0000,65.0000,65.0000,62.6184,709.00
2017-04-07,65.0000,65.2500,65.0000,65.2500,62.8593,5400.00
2017-04-10,65.0000,65.2500,65.0000,65.0000,62.6184,6600.00
2017-04-11,65.1300,65.1300,65.0000,65.0000,62.6184,4500.00
2017-04-12,65.0000,65.0000,65.0000,65.0000,62.6184,300.00
2017-04-13,65.0000,65.0000,65.0000,65.0000,62.6184,32.00
2017-04-17,65.0000,66.5000,65.0000,66.5000,64.0635,2200.00
2017-04-18,66.0000,66.0000,65.7500,65.7500,63.3409,300.00
2017-04-19,65.0000,65.0000,65.0000,65.0000,62.6184,100.00
2017-04-20,65.2500,65.2500,65.2500,65.2500,62.8593,280.00
2017-04-21,65.5000,65.5000,65.5000,65.5000,63.1001,500.00
2017-04-24,65.5000,65.5000,65.5000,65.5000,63.1001,100.00
2017-04-25,65.5000,65.5000,65.5000,65.5000,63.1001,3300.00
2017-04-26,65.9500,65.9500,65.9500,65.9500,63.5336,9701.00
2017-04-27,66.5000,66.5010,66.5000,66.5000,64.0635,1455.00
2017-04-28,67.0000,67.0000,67.0000,67.0000,64.5451,2600.00
2017-05-01,67.0000,70.0000,67.0000,70.0000,67.4352,2000.00
2017-05-02,69.0000,69.0000,69.0000,69.0000,66.4719,10341.00
2017-05-03,69.0000,69.0000,68.2500,68.3000,65.7975,5775.00
2017-05-04,68.5000,68.5010,68.5000,68.5010,65.9911,200.00
2017-05-05,69.2450,69.2450,68.5000,68.5000,65.9902,425.00
2017-05-08,68.5000,68.5000,68.5000,68.5000,65.9902,103.00
2017-05-09,68.5000,68.5000,68.5000,68.5000,65.9902,300.00
2017-05-10,68.5000,68.5000,68.5000,68.5000,65.9902,1300.00
2017-05-11,68.5000,68.5000,68.5000,68.5000,65.9902,0.00
2017-05-12,68.5000,68.5000,68.5000,68.5000,65.9902,0.00
2017-05-15,68.5000,68.5000,68.5000,68.5000,65.9902,600.00
2017-05-16,68.5000,69.5000,68.5000,69.0000,66.4719,1085.00
2017-05-17,69.0000,69.0000,69.0000,69.0000,66.4719,275.00
2017-05-18,68.5000,68.5000,68.5000,68.5000,65.9902,500.00
2017-05-19,69.2500,69.2500,69.2500,69.2500,66.7127,300.00
2017-05-22,69.2500,69.2500,69.2500,69.2500,66.7127,31.00
2017-05-23,68.7000,68.7000,68.5000,68.5000,65.9902,594.00
2017-05-24,68.5000,68.5000,68.5000,68.5000,65.9902,0.00
2017-05-25,68.5000,68.5000,68.5000,68.5000,65.9902,0.00
2017-05-26,69.2500,69.2500,69.2500,69.2500,66.7127,618.00
2017-05-30,69.2500,70.0000,69.2500,70.0000,67.4352,930.00
2017-05-31,68.8000,68.8000,68.8000,68.8000,66.2792,385.00
2017-06-01,69.0000,69.7000,69.0000,69.5000,66.9535,7625.00
2017-06-02,69.5000,69.5000,69.5000,69.5000,66.9535,0.00
2017-06-05,69.0000,69.0000,68.8000,68.8000,66.2792,650.00
2017-06-06,68.8000,69.0000,68.8000,68.8000,66.2792,1230.00
2017-06-07,69.2500,69.2500,69.2500,69.2500,67.1559,200.00
2017-06-08,69.3500,69.3500,69.3500,69.3500,67.2528,632.00
2017-06-09,69.0000,69.0000,69.0000,69.0000,66.9134,1583.00
2017-06-12,69.0000,69.0000,68.8000,68.8000,66.7195,316.00
2017-06-13,68.8000,68.8000,68.8000,68.8000,66.7195,300.00
2017-06-14,68.8000,68.8000,68.8000,68.8000,66.7195,6359.00
2017-06-15,68.2600,68.2600,68.0000,68.1500,66.0891,548.00
2017-06-16,68.1500,68.1500,68.1500,68.1500,66.0891,0.00
